Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
GSM340726,0.0290912866328299,0,0,0.0607820129009291,0,0.189340211054662,0.0709466554067212,0,0.240670158657362,0,0,3.27838474756428e-05,0.0164095962776093,0,0,0.0982738115268884,0.205526845793343,0.0774457554684753,0.0114808824337039,0,0,0,0.35,0.0472501938915019,1.07548955876179
GSM340730,0.0369440352653395,0,0,0.016508527370975,0.0674704369536104,0.113463208452536,0.000931799891344641,0,0.216407784267666,0.0513127294845848,0.0404587045026329,0,0.00512854113243017,0,0.00346936897650686,0.180336037171265,0.139996481648998,0.114553495042551,0.0130188498395609,0,0,0,0.19,0.0909397187622895,1.05630328851273
GSM340734,0,0.0320298173851872,0.0568109649773429,0.0056330982385784,0,0.257987334059765,0.128700903389423,0,0.0451301148200468,0,0.0506030165079461,0,0,0.130567159258032,0.0359835504731396,0.0970836622565486,0,0.0445528307638057,0.111739596550117,0,0,0.00317795132006766,0.64,0.0105902783613776,1.07002456769253
GSM340735,0,0.05805508102492,0.0280069631801355,0,0.000419030188726496,0.129482546513475,0.211694344062602,0,0.0648460894293174,0.0161445707204616,0.0158094456200677,0,2.41584221966014e-05,0,0,0.214143383006383,0.0898379155117213,0.0934796002652101,0.0780568720547838,0,0,0,0.49,0.0271165902077908,1.05834236098896
GSM340736,0.091432182617874,0,0.0118958461505155,0,0.0158433069484131,0.0189632489174913,0.271197134548226,0,0.0964199584379129,0,0.0661387095717643,0.00277107948480267,0.0122487226706714,0.163497958720194,0.0277033637362627,0,0.0289753131997574,0.113961142100307,0.0789520328958076,0,0,0,0.72,-0.00324603391677664,1.08106527801037
GSM340737,0,0.0912162578487835,0,0,0,0.184997335452578,0.124806947304337,0,0.0450153047442619,0,0.00984214259345184,0.0731104169245641,0,0,0,0.257075633634081,0,0.116106793494931,0.0814329026435291,0,0,0.0163962653594822,0.65,0.00850366856293272,1.07812289008668
GSM340738,0.119336894662347,0,0.0453598487399723,0,0,0.333181416747992,0,0,0.186766434075987,0,0.132582706420323,0,0.0364913701127898,0,0,0.0146492833711153,0,0.0541714228969409,0.0534470395844701,0,0,0.0240135833880621,0.39,0.0390071901479171,1.09609127959557
GSM340739,0,0.047644401370084,0,0.0650658644480499,0.131715446966556,0,0.08651924711539,0,0.221008266745269,0.0408133720828969,0.0367340889674413,0,0.0392380208834455,0.16635246460897,0,0.00249090238949581,0,0.14971688814947,0,0.0127010362729313,0,0,0.25,0.0773512927438348,1.07101036606836
GSM340740,0.0836061239916176,0,0.0919331096736016,0,0,0.067218481550722,0,0,0.20092273648403,0.126374920414014,0,0,0.0267055137212522,0.018079670037181,0.00840422210540298,0.130792997150059,0,0.0306770395012554,0.215285185370865,0,0,0,0.49,0.0264979037737366,1.06027318833024
GSM340741,0.0238644062835601,0,0.0199991349521241,0.0121106062367093,0,0.124443128941632,0,0.0709986207293081,0.434345894093161,0,0.0125630943495575,0.000846442771266434,0.0491504843343987,0.0525947550242385,0.0130771042800763,0.0288401886674506,0,0.141194494502659,0.0159716448338577,0,0,0,0.35,0.0482472269584401,1.10114577839335
GSM340742,0.0250259103644923,0,0,0.0138395728247356,0.0671653454170403,0,0.286794521315921,0,0,0,0.10238778935683,0.00943773921656171,0.0418057443345204,0,0,0.0694483626991522,0,0.271597088335059,0.0842131957314109,0,0,0.0282847304042771,0.36,0.0453396921693616,1.0806298143708
GSM340743,0,0.0576217769475764,0,0,0.0541885921855506,0.176683678876768,0.0903214511084506,0,0.118620241294402,0,0.036252153948712,0.00358996044160199,0.0343800256147973,0.0893258938109874,0.00966312733396731,0,0.00948163790910889,0.220289593941169,0,0.0944376864600068,0.00514418012690245,0,0.27,0.0670009034184433,1.07085209525562
GSM340744,0.075663895119649,0,0.039353116930529,0.261564652912073,0.0539340504289263,0,0.0406406346334463,0.0307479615975475,0,0.154737937004522,0,0,0,0.16067423702128,0.0235137106551407,0.0208018895443293,0,0.110341051968054,0.028026862184503,0,0,0,0.15,0.0995392656308176,1.07147890396251
GSM340748,0.0395011450341562,0,0.102434281464806,0,0,0.260064010621374,0,0,0.106968971087634,0.129934566705038,0,0.00857588664446866,0,0.0373210730963195,0,0.072701033921485,0,0.05243611067508,0.181498356293483,0,0.00856456445615511,0,0.65,0.00934873498873278,1.07699289587111
GSM340749,0,0.0369624368151495,0.0363833279460528,0.145001286279357,0.00292470914799269,0.269514068239058,0.0544648274290217,0,0,0.113819061979277,0,0.00240843681197888,0.0365977475096004,0.028985130996629,0.0206974438393384,0.141543467046439,0,0.00984682389906382,0.100851232061042,0,0,0,0.26,0.0702621777954866,1.06935821640935
GSM340750,0.0297459011329377,0,0.191316832883475,0.0310861875020911,0,0.232183803274555,0.0174771603600585,0.0101671300641378,0.0514795780446785,0,0,0.058133946784794,0.0501026098195837,0.019264294890506,0.0283081978813777,0.0486900963644034,0,0.046786969977139,0.185257291020262,0,0,0,0.43,0.0340542501139632,1.05153095795482
GSM340751,0.0127220756156393,0.0157992134981882,0,0.0605035982003968,0,0.0225869742392673,0.0861119620790643,0.0207706677863498,0.0299563194538702,0.0816484817852081,0,0.00812889646075374,0,0.25239110173604,0.0389654018445461,0.0453623188409674,0,0.0323793827658155,0.292673605693893,0,0,0,0.33,0.0504373240552276,1.07224337350589
GSM340752,0,0.0322442071366669,0,0.078330653919698,0.00825563570181678,0,0.106973597938415,0.0290004512287259,0.070742764086492,0.0134535781427712,0.038911929828769,0,0,0.224283894933184,0.0679858982760756,0.125780272036997,0.00625422621869718,0.11949343785555,0.0782894526961408,0,0,0,0.28,0.0633098122408632,1.07158665456908
GSM340753,0,0,0.0250104254466768,0,0.15654323848017,0.133184371419715,0.175879324412668,0,0.0191170916159885,0,0.106212967709563,0,0.016035076599228,0.0136201615931139,0,0.0329354282174996,0,0.138413042280386,0.183048872224992,0,0,0,0.65,0.00995909821564014,1.08392680597801
GSM340754,0.0870519884665994,0,0,0,0.3106740784331,0,0,0,0.163052950568466,0,0.140940449813966,0,0,0.0300326452877652,0.00118350981191602,0.12234510296171,0.00724577002210624,0.0311392089950005,0,0.0783299527104003,0.02800434292897,0,0.28,0.06453091596691,1.08073940231295
GSM340755,0.0424253347484016,0,0.0753122427769578,0,0.134959504500868,0,0,0,0.190045372244855,0.0676334605557879,0,0.0800090326256181,0,0.00548699216688781,0,0.151235776666827,0,0.113677490631815,0.139214793081982,0,0,0,0.42,0.035420732296895,1.06894685220946
GSM340756,0,0.0551306687013371,0.0261987310768087,0.107559854933842,0.0647568839078756,0,0.146095999039485,0,0.124870396345348,0.0570862445388515,2.70407911733908e-05,0,0.0269012713113063,0,0.0261794028088125,0.217083843747186,0,0.0724429202498717,0.0756667425481017,0,0,0,0.65,0.00544680532947423,1.07382140907083
GSM340768,0,0.00104980615387304,0.119450082924326,0,0.092414632759893,0,0.145449497951931,0,0.123533215016511,0.0758235343929422,0,0.0716358734725252,0,0,0,0.0811561197579947,0,0.145864847552073,0.107137687402135,0,0,0.0364847026157965,0.79,-0.0101333317262678,1.08272084460596
