Mixture,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,P-value,Correlation,RMSE
GSM340636,0,0,0.0448556257563271,0.0950982182841512,0,0.137228917958793,0,0,0.256307876360056,0.0490744787359236,0,0.0718473511524198,0.0443643915806987,0.0744679330038877,0.066054339930094,0.0192591857023582,0,0.0094094855739016,0.132032195961389,0,0,0,0.4,0.0383670029842757,1.08896021609556
GSM340648,0.00807768378720406,0,0.106570010477989,0,0.120585484085161,0.237570263059303,0.0112727473568474,0,0.0573450789482862,0,0.0634924742381622,0.00805609209578526,0.0437200337546763,0,0,0.0687503244656322,0.0232677115959555,0.229782388617852,0.00976748118708665,0,0.0117422263300592,0,0.33,0.0504036403972311,1.07517195646529
GSM340653,0.0553759131733292,0,0.0260639674024701,0,0.20808639446202,0,0,0,0.19281992600647,0,0.0683492796791425,0.0172677257436324,0.115117627039014,0.0215978222135768,0,0,0.0196646836942985,0.273209770345253,0,0.00244689024079377,0,0,0.2,0.0873914312723932,1.07273085378778
GSM340654,0,0,0.0746673040587558,0.0672939016840093,0,0.0653402491417494,0.00927465238049578,0,0.220955186229656,0,0.0050259841746325,0.0667847145768344,0.0235123755555563,0.214117898197405,0.0625404993556227,0.0905522873439244,0,0.0337211864284594,0,0.0662137608728997,0,0,0.16,0.100950163874525,1.05870496096617
GSM340660,0,0.00286904451596948,0.00658019286284931,0.0422694562354642,0,0.0746910906010345,0.0914709240992418,0,0,0,0,0.0289150305137994,0.0796081330216052,0,0,0.222906540313417,0,0.0950359307908913,0.305846910982547,0,0.0458089893845847,0.00399775667859614,0.13,0.111410162586438,1.03576743098842
GSM340665,0,0.139700204416403,0.0621591287546399,0.0656061980629098,0,0.0576130102783517,0.213547694006702,0,0,0,0.0127062738356875,0,0.00863792314202382,0,0.0228167631008917,0.19782810919066,0,0.0725850573583971,0.136016077747845,0,0,0.0107835601054875,0.63,0.0159440794724689,1.05368531787821
GSM340672,0,0.0682159852775345,0.0376432873824055,0.00622092642448471,0,0.157530097861705,0.13555952578374,0.0150133499542787,0,0,0.0227862688887592,0.0436020485429145,0.038383060485635,0.0050274760939944,0.00620016802682425,0.0186786558134819,0.0187217061241391,0.200559441783538,0.115538249180499,0,0.0296190982844913,0.080700654091575,0.61,0.0178677010942984,1.07035048763655
GSM340673,0.072269760737595,0,0,0,0,0.00929307304699267,0.15321251499856,0,0.182529715343198,0.125951387254849,0,0,0,0.227661082588273,0,0.0613393095745427,0,0.140066210483145,0.027676945972846,0,0,0,0.33,0.0505453352594574,1.0759545398005
GSM340674,0.00459610636754591,0.0279561555395338,0,0,0,0.075997022253571,0.0365577397727432,0,0,0,0.0018280276567559,0,0.025897016946349,0,0.00605888505076202,0.200009061382288,0.0172689703759477,0.058155026695715,0.528215363741203,0,0,0.0174606242175848,0.08,0.147734039877995,1.0456884861069
GSM340677,0,0,0.133911776145247,0,0,0.0607735017757145,0,0.024243409375156,0.145155029659818,0.120357495835745,0.0661587511416473,0,0,0.0296763484674007,0.068132591245256,0.148372521848589,0.0315982027820343,0.125688861912029,0.0410530234441605,0,0,0.00487848636720211,0.25,0.072928625506937,1.0556153867346
GSM340678,0,0.112959888129159,0.163720512361448,0.0324143076445922,0,0.032265335127225,0.0813244985265895,0,0.159169103259754,0,0,0.0301696238769119,0.073253322317414,0,0,0.00664725624286865,0,0.262425470001614,0.0198344972380395,0,0,0.0258161852743837,0.12,0.114887720356179,1.03603760034976
GSM340684,0.0141152274561069,0,0,0,0,0.291949345967773,0.00886356189856785,0,0.0733991787650282,0,5.01312989460245e-07,0.0716073641765573,0.0363864231003807,0.0108331936971543,0.0280188600550059,0,0.136268574147627,0.242820398193448,0.0857373712293627,0,0,0,0.32,0.0555320282669683,1.08234128989335
GSM340693,0.0133025870208263,0,0.167360037512594,0.101544114906066,0,0,0.0480608252722778,0,0.159243539731164,0,0.130030299969857,0,0,0.287539920642364,0.0428205957660587,0.0149287466184307,0,0.0207768322562937,0.0143925003040677,0,0,0,0.1,0.130328835563664,1.04257398612607
GSM340694,0.0567608477764322,0,0.0238262860831588,0.030899312383846,0,0.0614845806557315,0.0521340673153877,0.0585705395432847,0.135499106870434,0.109884548134188,0.00976621492876386,0.00917037221843078,0,0.089937049536229,0.101680029359194,0.169116725514493,0.00898565438721813,0.0201054287244452,0.0621792365687634,0,0,0,0.09,0.132011407781972,1.0355589341202
GSM340696,0.0372631362494362,0,0.00677173886162523,0.00691127812037159,0.0227232534812647,0.113725368648696,0,0,0,0,0.0428328791735388,0.0479881704386675,0.00701939786090554,0.257814037531146,0.0440901899520226,0.0889226471769466,0.0491606423060286,0.124542374442088,0.067626882748883,0,0,0.0826080030083802,0.02,0.204853524228403,1.01865410352341
GSM340697,0.221053169460266,0.0234701679142999,0,0.00737541821027343,0.141544175569652,0,0.046393744777767,0.0765443499980341,0.072565095672623,0.080764197946821,0.0433178567717409,0,0.0144514157757425,0.0813368150096126,0.0475013814850439,0.111455152072371,0,0.0215631069027695,0,0.0106639524329833,0,0,0.19,0.0902559138115901,1.05893725098503
GSM340700,0.0505068154290116,0,0,0,0.128062702317735,0,0.0545642314506286,0,0.152903041137376,0.120504349344035,0.0491734454213554,0,0.0336284127967934,0,0.0037334967444165,0.0927026579693207,0,0.265874371950013,0.0416062900303095,0.00674018540900547,0,0,0.21,0.084285502713713,1.07022318887969
GSM340701,0.0278143044769925,0,0.302035512097099,0.0210185824169296,0,0,0.186700754202087,0,0,0,0,0.0654814186813571,0,0,0,0.155387034760342,0,0.164587085789091,0.0541351471759261,0,0,0.022840160400175,0.92,-0.0325579561018185,1.07132375588387
GSM340702,0.0220383782381917,0,0.0169950298973154,0,0,0.275096022529184,0,0.0588603499937226,0.085070411059079,0,0.0252425676762456,0.111666419126621,0.0636573483646039,0.0312067818956324,0.0642222767069628,0,0.0589583673058628,0.150920091161781,0.0360659560447982,0,0,0,0.24,0.0784481086551357,1.07770819283744
GSM340704,0,0.103297453372814,0,0.00765381456860744,0,0.0649481396436087,0.156025686408661,0,0,0,0,0.0603111543552389,0.0104686407999414,0.0282114485096856,0.00137061684641258,0.0169139565456695,0,0.185686803398096,0,0.279868846350197,0,0.0852434392010671,0.58,0.0213077489893883,1.11980142929795
GSM340705,0.062306120563191,0.0423622134862611,0,0,0.18489545469797,0.00332223778962296,0.0290853805755579,0,0.0471562857241364,0,0.0602522575785197,0,0,0.35046180500347,0,0.0429751498019725,0,0.159320963635492,0.00744518529674447,0.00398131828808523,0,0.00643562755897695,0,0.338268775541591,0.957145376602483
GSM340706,0,0.025166742022949,0,0.0395387261516183,0,0.13334895021601,0.0679273526105436,0.078632793780984,0.100368210314151,0,0.102095149422741,0,0.0183141301124919,0.0678113460272489,0.0549477292388648,0.18481076717407,0,0.0685076231104133,0,0.0306832503810454,0,0.0278472294368694,0.58,0.0221509647491605,1.0832864092497
GSM340709,0.01686615177482,0,0.0435117082163389,0,0.0459508258768637,0,0,0.015385564596155,0.093998358498928,0,0.11612291178694,0,0.0176106583176326,0.118531733051942,0.043119656744564,0.119479020959417,0,0.249375409495943,0.0849517798051538,0.0316896431370672,0.00149306385753022,0.00191351388070474,0.46,0.0312763563531582,1.08880255901281
GSM340712,0,0.0592003069181326,0.286878175442894,0,0.117962303017299,0.00253112103209472,0.0741780191450133,0,0.0951843863164621,0,0.0186010629759542,0,0,0.058128470023152,0,0.00970337784622501,0,0.234853761432204,0.0391716637679593,0,0,0.0036073520826105,0.32,0.054915204492569,1.05041877699856
GSM340714,0.0317066992457697,0,0,0,0,0.0870280884658334,0.114351892453813,0,0.0163176410272366,0,0,0.0363789040779492,0.00865168162014073,0,0.0101566477859048,0.280674482260819,0.0405053582893524,0.0320884144082587,0.327809467359169,0,0.00996843958027563,0.00436228342547754,0.26,0.0721332360868379,1.05421780016137
GSM340715,0.0168880358667942,0,0.115785349001894,0,0,0.165905836944177,0,0.0692763586882624,0.188493068565243,0,0.116617613313692,0,0.015842399306232,0.0691589757045316,0,0,0,0.16089126111575,0,0.0694751551183229,0.0116659463751015,0,0.13,0.113102134977188,1.04590908233643
GSM340718,0,0.0756108490528295,0.00506828223606613,0.0549211548213807,0.0955979115365554,0,0.102582371537821,0,0.140453598392516,0,0.102900601958212,0,0.107441389723873,0,0.0112916391276715,0.124417411094979,0.0525480358568741,0.0745927380630739,0,0.0525740165981485,0,0,0.36,0.0459075434520018,1.06241852971808
GSM340720,0,0.0256048746879929,0,0.025086978290075,0,0.168921681332552,0.0723453784735645,0,0,0,0.0490295861365017,0,0.0918032584485887,0.113032990278538,0,0.217799743935968,0,0.0298643889403327,0.0373744855399944,0.020289546659885,0.0336057255461442,0.115241361729863,0.08,0.149686090897961,1.03357318812607
GSM340721,0.105299920709593,0,0.0685539387446162,0,0.169919862328571,0,0.0767120833308471,0,0.0297703980491702,0.106742546658804,0.00953037823055675,0,0,0.0670882574433755,0,0.246519148314156,0,0.115803712135953,0,0,0,0.00405975405435836,0.85,-0.0185384655042708,1.08850189699145
GSM340723,0.0335156770324787,0,0.0408196582553569,0,0.044736363774534,0,0,0.0395249293603648,0.154382046250569,0,0.180646566334238,0,0.0669184614570624,0.0353894605002319,0,0,0,0.295723192737298,0,0.101684842103189,0.00665880219467774,0,0.25,0.0725153721212201,1.08302176403421
GSM340725,0.0185081704123137,0,0.0320241554670628,0.000838194210135986,0.0857186504085884,0.0150926790135164,0,0,0.126596289470376,0,0.126564441585321,0,0,0.233753710124826,0.0721314561210232,0.0250177176798288,0.00449570143484691,0.100115998308745,0,0.121264513438661,0,0.0378783223247537,0.1,0.127495961948956,1.0547989250779
GSM340727,0,0.0259690444390713,0.0546241736064467,0.0510514173955875,0,0.0767623400906227,0.00623822674810986,0,0.0885455399780407,0.0556570098671896,0.0161810842682558,0.00619474788758482,0.0623006378324539,0,0.0259269315480407,0.158095408430797,0,0.0200080925088764,0.351490009669934,0,0,0.000955335728989659,0.28,0.068302662443145,1.05096849987656
GSM340728,0,0.0794151248283329,0,0.0252626794121865,0,0.0600216423134151,0.0591350154255716,0.0275532218933142,0.0403536978440401,0,0.0764331360378018,0,0,0.128753650354204,0.0122779609985003,0.0958160143828844,0,0.229570957613083,0,0.0903372977409725,0,0.075069601155693,0.16,0.0990658363453104,1.05842608554016
GSM340729,0.0356090301806462,0,0.0699382552187419,0,0,0.0807842166373067,0.111461421385909,0,0.146606067053763,0,0,0.102984705230978,0,0,0,0,0,0.317279426214946,0.0597600599270879,0,0,0.0755768181506205,0.9,-0.0269151416149555,1.12645178840658
GSM340731,0,0.0384749284679003,0,0,0.0244324486501125,0.0431892017497894,0.1226157815051,0,0.191799713790846,0,0.100216456180354,0,0.00145615339547956,0.276444295077807,0.0050397905307133,0.00909494525494151,0.0646169766265621,0,0,0.101329528717923,0.00102320427301566,0.0202665757794551,0.37,0.0436929809847948,1.08950116047583
GSM340732,0,0,0.0467723774517853,0.137917871233387,0,0.115878566226675,0.0171508907664157,0.114023020370921,0.0472217458165532,0,0.0806229938920653,0.00689726894116336,0.0177021608700637,0.0223151108909162,0.0852225648735399,0.0639503065922462,0.0036118607346931,0.14171719770303,0.0714001429585205,0,0,0.0275959206780246,0.15,0.102742690611918,1.05727817894689
GSM340733,0.00161395093905259,0.201607655620712,0.00228279963391216,0.0729901766156427,0.0307734567520519,0.0234786652168514,0.00841122121436789,0,0.0951805847634456,0,0.0860922763492118,0,0.215159966868492,0.0696062251100098,0.0616824877245517,0.028938037683733,0,0.0378968258115119,0.0454179062415777,0,0,0.0188677634548766,0.29,0.0658910251004583,1.05814199441621
GSM340745,0.0243323314218322,0,0.0617105348231399,0.143033520685235,0,0,0.116525342055973,0.0914377496284554,0.111378812473858,0.0362231467615303,0.02604500810243,0,0,0.0925294071725944,0.190088883616755,0.0516861270302355,0,0.0330224192376717,0.0219867169902893,0,0,0,0.07,0.154375906453527,1.04715326769061
GSM340746,0,0.0459094009939479,0,0,0,0.10102899397547,0.0557108391573595,0,0,0.0204876328009991,0.0255465213188193,0,0.177963566197479,0.030311642758373,0,0.343806538207826,0,0.0526514381990932,0.140168296604333,0,0,0.00641512978630055,0.07,0.155699526709947,1.02744017571161
GSM340747,0.115373918978833,0,0.000132008623301978,0,0.0196235954962971,0.0234771073128337,0.0568561505792267,0,0.144621972708725,0,0.107152038171755,0,0.0304755843996781,0,0,0.198349348468805,0,0.24764073835829,0,0.0167116544807124,0.0369497301250366,0.00263615229650595,0.7,0.0022671622840549,1.09361374652246
GSM340757,0.0403942324840724,0,0.0874418954049233,0,0.240569853271428,0,0.0729270557195853,0,0.156787957991431,0.0282164801571503,0.115204658106486,0,0.00132443121929314,0.00695275807194139,0,0,0,0.212170674276892,0,0.0351675029274726,0,0.00284250036932413,0.26,0.0719541101466186,1.07882525910695
GSM340758,0.0327957917885219,0,0.073269741224228,0,0,0.092322686798351,0,0.104269110723829,0,0,0,0.140775360884173,0.0146464233582409,0.0163239172688547,0.0778246867866444,0.0833843359478669,0,0.148782524633966,0.187947053460217,0,0,0.0276583671251077,0.29,0.0632166646865363,1.06605751461081
GSM340759,0.0257460298846075,0.0240901293138866,0,0,0,0.284343182977396,0.0404648134315323,0,0.00610947736788381,0,0.00443911518439862,0.0835635714884844,0.066514629418237,0,0.0207521617169814,0.284103470195692,0,0.065177274468859,0.0528587751186029,0,0,0.041837369433439,0.37,0.0434652405455634,1.07234151640954
GSM340760,0,0.156532919574735,0,0,0,0.115582691504643,0.118547226765994,0.00494831927529136,0.0803328831564508,0.0126915537729022,0,0.0695834197202566,0,0,0,0.147876056080085,0,0.14379760748623,0.133501996703784,0,0,0.016605325959628,0.91,-0.0289196937717623,1.08623132450517
GSM340761,0,0.0854189901383195,0.00286527198366565,0.0219359805105308,0,0.0940056845610544,0.0410186137711766,0.0136264318035906,0.037076119718933,0.0266705596273139,0.0249463973606201,0,0,0.275746378004317,0.0672212724543631,0.200460361487151,0,0,0.0997273019284253,0,0,0.00928063665053894,0.18,0.092176367403645,1.06578658228061
GSM340762,0.0320621231351564,0,0,0,0.0918445012223301,0.223724577522722,0,0,0,0,0.123706167505611,0,0.0701646709562688,0,0,0.0266601063907623,0.0509813984902577,0.134705132317863,0,0.201569871749609,0.0445814507094194,0,0.34,0.0503053478052441,1.0811825630138
GSM340763,0.0164798866753876,0,0.00444207584235832,0,0.179418411456297,0.0973697794111151,0.0153405770155614,0,0.0256606746048504,0.126872459769067,0,0.0551177485710041,0.0595861335793229,0.0632562119618254,0.0953418179567379,0.0380292379248565,0,0.119369894752349,0.103715090479268,0,0,0,0.04,0.175972549777636,1.02823808833526
GSM340764,0,0.00556723371049569,0,0,0.151286451996573,0.074257006895098,0.09133883948908,0,0.136572252454075,0.0246691913164899,0.0679809448291619,0,0.020159157509627,0.0727650533176522,0.0238600792398401,0.0410394106208346,0.0156419057340099,0.249061565319185,0,0.0258009075678783,0,0,0.35,0.0474304045671528,1.09108956379623
GSM340765,0,0.0041519089549686,0,0,0.124776352244275,0.127066721979618,0.194620398016741,0,0.1410699469265,0.029882393777213,0.108002329061193,0,0,0,0,0.046939064721968,0.0668989105389542,0.137010185842663,0.00234867794073655,0,0,0.0172331099951694,0.7,0.00237107511231647,1.10888453173461
GSM340766,0,0.00937235214450368,0.0800686238642451,0.106632782655989,0,0,0.191029452812561,0,0.0155076254118559,0.0739477451291079,0,0,0.112689927193791,0.0479323348613677,0.153414826155363,0.172610359389007,0,0,0.0197094298842801,0,0.00684049084601713,0.0102440496519111,0.01,0.257602014313493,0.983547183140662
GSM340767,0,0.162085827389309,0,0,0.0511599032486538,0.0701068463338207,0.0422852126138102,0,0.20409324664068,0,0.0675936060899936,0,0.000879169004748941,0,0,0.0511153066493921,0,0.179566181682796,0.084395513931085,0,0.00243936914774965,0.0842798172679609,0.57,0.0242021679967268,1.07622029282396
GSM340769,0.0998912693939182,0,0.0927350374686791,0.0694404129597286,0.0685510588078913,0.100254457143704,0,0,0.0148087938227547,0,0.0306319080374395,0,0.0192960297193641,0,0.0297009168408411,0.102168586252416,0,0.0420542887344434,0.298702170771681,0.0209804897813431,0,0.0107845802657961,0.03,0.183208690665231,1.00304501918206
