"Gene"
"ILMN_1661610|LOC642637"
"ILMN_1689059|ZNF329"
"ILMN_1731609|CHMP6"
"ILMN_1733658|C1orf99"
"ILMN_1862046|"
"ILMN_1856348|"
"ILMN_1666306|LOC402055"
"ILMN_1797408|C6orf194"
"ILMN_1853860|"
"ILMN_1908789|"
"ILMN_1894693|"
"ILMN_1833062|"
"ILMN_1759261|C16orf55"
"ILMN_1773964|H1FX"
"ILMN_1771921|HSCB"
"ILMN_1899714|"
"ILMN_1910424|"
"ILMN_1904865|"
"ILMN_1751016|LONRF2"
"ILMN_1869292|"
"ILMN_1812856|ZSWIM1"
"ILMN_1817239|"
"ILMN_1885040|"
"ILMN_1869025|"
"ILMN_1754769|ZSWIM3"
"ILMN_1776777|ADAR"
"ILMN_1660718|GABBR2"
"ILMN_1669579|C11orf76"
"ILMN_1868422|"
"ILMN_1778986|TRIM60"
"ILMN_1725947|LOC647123"
"ILMN_1693886|LOC653105"
"ILMN_1721580|TBX15"
"ILMN_1903424|"
"ILMN_1661255|LOC650526"
"ILMN_1867718|"
"ILMN_1696901|LOC648620"
"ILMN_1673591|CYP3A43"
"ILMN_1893287|"
"ILMN_1732696|SSX6"
"ILMN_1796029|KIAA1660"
"ILMN_1691180|OTX1"
"ILMN_1758337|ZNF213"
"ILMN_1915583|"
"ILMN_1753972|ABL2"
"ILMN_1884114|"
"ILMN_1893195|"
"ILMN_1830591|"
"ILMN_1662668|APC"
"ILMN_1854639|"
"ILMN_1753550|SFTPC"
"ILMN_1665024|FRYL"
"ILMN_1701827|CADM3"
"ILMN_1905793|"
"ILMN_1659421|LOC642720"
"ILMN_1867789|"
"ILMN_1664024|APOB"
"ILMN_1718382|LOC388915"
