geneName	GSM340547	GSM340548	GSM340549	GSM340550	GSM340551	GSM340552	GSM340553	GSM340554	GSM340555	GSM340556	GSM340557	GSM340558	GSM340559	GSM340560	GSM340561	GSM340562	GSM340563	GSM340564	GSM340565	GSM340566	GSM340567	GSM340568	GSM340569	GSM340570	GSM340571	GSM340572	GSM340573	GSM340574	GSM340575	GSM340576	GSM340577	GSM340578	GSM340579	GSM340580	GSM340581	GSM340582	GSM340583	GSM340584	GSM340585	GSM340586	GSM340587	GSM340588	GSM340589	GSM340590	GSM340591	GSM340592	GSM340593	GSM340594	GSM340595	GSM340596	GSM340597	GSM340598	GSM340599	GSM340600	GSM340601	GSM340602	GSM340603	GSM340604
CDA	192.671583668617	183.546271746026	147.03338943962	165.421162321599	139.102062403335	159.786310259406	186.108482217	156.497955544585	141.043854832206	152.218510720348	168.897012578931	142.024892424684	172.445897838808	134.363735503753	137.187003204645	144.007486040168	153.277274191223	149.085899067962	152.218510720348	150.122873501681	157.586484908149	143.012753673244	145.009137317862	137.187003204645	156.497955544585	149.085899067962	190.019017040518	155.416945202566	151.16706066298	206.500290360864	156.497955544585	152.218510720348	199.466132393088	145.009137317862	141.043854832206	145.009137317862	128.89031040726	151.16706066298	133.435617387664	143.012753673244	128.89031040726	153.277274191223	153.277274191223	278.204124806671	179.768944094464	209.382926990792	153.277274191223	147.03338943962	134.363735503753	131.598569811977	155.416945202566	155.416945202566	130.689552090521	172.445897838808	176.069352721887	160.897711938794	152.218510720348	158.68258559219
CDC25A	270.596618383713	243.875327499248	125.365798091127	125.365798091127	136.23938335403	166.571757496567	354.588023836397	147.03338943962	137.187003204645	294.066778879241	139.102062403335	181.019335983756	128	165.421162321599	146.017755631158	272.47876670806	282.087709664412	200.853529061568	308.686803888835	152.218510720348	148.056087539877	162.016844028196	151.16706066298	205.073888662943	347.290707826604	136.23938335403	143.012753673244	209.382926990792	150.122873501681	178.527189292852	401.707058123136	224.411064656905	157.586484908149	149.085899067962	333.143514993135	337.794025157861	139.102062403335	126.23778617515	132.513910251696	153.277274191223	159.786310259406	178.527189292852	347.290707826604	186.108482217	129.786813413124	133.435617387664	146.017755631158	168.897012578931	138.141214272567	330.842324643198	157.586484908149	133.435617387664	179.768944094464	242.190757561753	200.853529061568	154.343401944417	129.786813413124	133.435617387664
CDH12	127.115839415941	781.444714987806	261.379104181041	194.011720513331	155.416945202566	203.657339841259	128	158.68258559219	184.82293702688	179.768944094464	315.172969816299	134.363735503753	396.176638346852	229.126418157561	167.73035569387	165.421162321599	137.187003204645	188.706459813261	157.586484908149	266.871234775327	140.069593761375	188.706459813261	153.277274191223	154.343401944417	144.007486040168	196.720023204866	147.03338943962	147.03338943962	196.720023204866	130.689552090521	160.897711938794	136.23938335403	144.007486040168	183.546271746026	200.853529061568	131.598569811977	170.071784204353	151.16706066298	304.437021440697	207.936613467196	342.509454025245	170.071784204353	140.069593761375	162.016844028196	150.122873501681	140.069593761375	308.686803888835	150.122873501681	282.087709664412	153.277274191223	195.361178746952	317.365171184381	136.23938335403	128	302.33412132596	157.586484908149	176.069352721887	153.277274191223
CDK6	282.087709664412	497.99933307509	786.880092819462	781.444714987806	1136.19913939747	362.038671967512	272.47876670806	922.88047371349	533.742469550654	604.66824265192	760.076068162073	770.686334674466	515.56124162904	831.746453868785	666.28702998627	739.291748107518	445.721888407616	897.64425862762	1360.57427363483	625.991822178339	1002.92638472901	792.353276693704	729.113700145701	1341.84284555096	1243.33556162053	699.41261145825	989.118800819041	1192.6871925437	1031.12248325808	1136.19913939747	572.051014692977	699.41261145825	604.66824265192	1002.92638472901	515.56124162904	1260.69187926519	694.581415653208	621.667780810264	592.224350159507	760.076068162073	792.353276693704	1305.15008237492	354.588023836397	1176.26711551696	962.071295195148	962.071295195148	765.362815301089	600.491494006722	770.686334674466	424.611607456994	809.002303348098	630.345939632597	215.269482304951	439.58550345613	879.171006912259	729.113700145701	643.590847755176	1305.15008237492
CEACAM3	123.63985010238	121.095378780876	140.069593761375	105.419650210249	132.513910251696	123.63985010238	114.56320907878	142.024892424684	147.03338943962	136.23938335403	143.012753673244	138.141214272567	121.937663749624	142.024892424684	124.499833268773	105.419650210249	112.205532328452	118.603271921967	122.785807273634	125.365798091127	141.043854832206	144.007486040168	135.298309191857	160.897711938794	128	148.056087539877	148.056087539877	215.269482304951	155.416945202566	147.03338943962	163.143760296866	152.218510720348	151.16706066298	144.007486040168	150.122873501681	144.007486040168	113.771863189321	132.513910251696	114.56320907878	156.497955544585	146.017755631158	153.277274191223	140.069593761375	145.009137317862	120.258911899394	149.085899067962	128	135.298309191857	130.689552090521	128.89031040726	129.786813413124	133.435617387664	120.258911899394	177.294011918198	148.056087539877	135.298309191857	148.056087539877	128
CEACAM8	127.115839415941	120.258911899394	128.89031040726	157.586484908149	111.430472101904	122.785807273634	125.365798091127	120.258911899394	121.937663749624	122.785807273634	121.095378780876	129.786813413124	143.012753673244	153.277274191223	106.152901864249	145.009137317862	132.513910251696	120.258911899394	122.785807273634	117.784019279984	109.137266146298	134.363735503753	130.689552090521	128.89031040726	134.363735503753	136.23938335403	117.784019279984	119.428222916711	127.115839415941	128.89031040726	127.115839415941	123.63985010238	112.985983525204	122.785807273634	119.428222916711	138.141214272567	137.187003204645	116.162451880597	157.586484908149	126.23778617515	123.63985010238	124.499833268773	127.115839415941	121.095378780876	126.23778617515	120.258911899394	140.069593761375	115.360059214186	124.499833268773	115.360059214186	123.63985010238	135.298309191857	135.298309191857	124.499833268773	133.435617387664	121.095378780876	128.89031040726	139.102062403335
CFP	200.853529061568	151.16706066298	191.340703825272	218.274532292597	171.254727012622	177.294011918198	143.012753673244	166.571757496567	152.218510720348	183.546271746026	181.019335983756	209.382926990792	172.445897838808	195.361178746952	160.897711938794	184.82293702688	202.250575837025	157.586484908149	131.598569811977	141.043854832206	170.071784204353	177.294011918198	177.294011918198	254.231678831881	240.517823798787	160.897711938794	202.250575837025	377.412919626522	187.40296908104	166.571757496567	188.706459813261	213.782507373663	205.073888662943	163.143760296866	168.897012578931	256	128	176.069352721887	145.009137317862	198.088319173426	207.936613467196	172.445897838808	181.019335983756	212.305803728497	165.421162321599	184.82293702688	155.416945202566	187.40296908104	150.122873501681	145.009137317862	156.497955544585	167.73035569387	154.343401944417	216.766799964807	178.527189292852	238.856445833423	182.278425036425	190.019017040518
CHI3L1	121.937663749624	126.23778617515	119.428222916711	118.603271921967	120.258911899394	128.89031040726	114.56320907878	121.937663749624	112.985983525204	121.937663749624	124.499833268773	122.785807273634	133.435617387664	119.428222916711	121.095378780876	122.785807273634	111.430472101904	110.660765607407	131.598569811977	115.360059214186	123.63985010238	119.428222916711	128	109.896375864033	116.970425629363	106.152901864249	108.383399982403	117.784019279984	114.56320907878	132.513910251696	118.603271921967	135.298309191857	133.435617387664	121.095378780876	122.785807273634	120.258911899394	127.115839415941	116.162451880597	123.63985010238	122.785807273634	126.23778617515	124.499833268773	114.56320907878	116.162451880597	114.56320907878	132.513910251696	121.095378780876	130.689552090521	116.970425629363	131.598569811977	128.89031040726	132.513910251696	131.598569811977	119.428222916711	117.784019279984	127.115839415941	121.937663749624	129.786813413124
CHI3L2	141.043854832206	136.23938335403	110.660765607407	168.897012578931	128	123.63985010238	124.499833268773	148.056087539877	128.89031040726	146.017755631158	131.598569811977	144.007486040168	124.499833268773	127.115839415941	139.102062403335	349.706305729125	148.056087539877	121.937663749624	155.416945202566	116.970425629363	328.557029776103	166.571757496567	135.298309191857	897.64425862762	357.054378585704	135.298309191857	207.936613467196	714.108757171408	130.689552090521	398.932264786176	207.936613467196	261.379104181041	163.143760296866	131.598569811977	145.009137317862	458.252836315122	117.784019279984	294.066778879241	147.03338943962	155.416945202566	139.102062403335	150.122873501681	127.115839415941	159.786310259406	129.786813413124	151.16706066298	120.258911899394	139.102062403335	125.365798091127	124.499833268773	132.513910251696	131.598569811977	119.428222916711	191.340703825272	134.363735503753	157.586484908149	121.095378780876	130.689552090521
CHST7	530.055641006786	274.374006409291	427.565014747325	330.842324643198	315.172969816299	362.038671967512	198.088319173426	296.112175079754	259.573626826247	282.087709664412	382.681407650544	380.038034081037	266.871234775327	317.365171184381	224.411064656905	349.706305729125	304.437021440697	272.47876670806	302.33412132596	367.092543492052	442.643062429627	282.087709664412	497.99933307509	364.55685007285	484.381515123505	315.172969816299	604.66824265192	439.58550345613	421.678600840998	487.750654998496	436.549064585194	326.287520593731	564.175419328825	288.014972080335	321.795423877588	347.290707826604	282.087709664412	461.440236856745	354.588023836397	276.282428545133	254.231678831881	364.55685007285	347.290707826604	652.575041187462	424.611607456994	377.412919626522	342.509454025245	310.833890405132	292.035511262316	191.340703825272	306.554548382446	354.588023836397	294.066778879241	634.730342368761	390.722357493903	359.537888188927	245.571614547268	430.538964609902
CLC	153.277274191223	138.141214272567	123.63985010238	139.102062403335	136.23938335403	162.016844028196	160.897711938794	163.143760296866	149.085899067962	132.513910251696	151.16706066298	155.416945202566	173.645353913302	127.115839415941	552.564857090267	183.546271746026	164.278514888052	184.82293702688	164.278514888052	179.768944094464	184.82293702688	165.421162321599	165.421162321599	154.343401944417	149.085899067962	159.786310259406	196.720023204866	196.720023204866	166.571757496567	284.049784849368	168.897012578931	315.172969816299	179.768944094464	162.016844028196	173.645353913302	187.40296908104	195.361178746952	154.343401944417	136.23938335403	176.069352721887	154.343401944417	166.571757496567	174.853152864563	156.497955544585	149.085899067962	166.571757496567	157.586484908149	168.897012578931	151.16706066298	156.497955544585	150.122873501681	148.056087539877	154.343401944417	200.853529061568	157.586484908149	160.897711938794	188.706459813261	147.03338943962
CLEC10A	150.122873501681	153.277274191223	154.343401944417	203.657339841259	144.007486040168	140.069593761375	125.365798091127	171.254727012622	135.298309191857	162.016844028196	212.305803728497	184.82293702688	140.069593761375	164.278514888052	152.218510720348	153.277274191223	202.250575837025	191.340703825272	155.416945202566	170.071784204353	164.278514888052	216.766799964807	159.786310259406	210.839300420499	207.936613467196	170.071784204353	170.071784204353	342.509454025245	152.218510720348	148.056087539877	160.897711938794	162.016844028196	154.343401944417	170.071784204353	159.786310259406	195.361178746952	166.571757496567	144.007486040168	192.671583668617	187.40296908104	145.009137317862	153.277274191223	144.007486040168	158.68258559219	205.073888662943	179.768944094464	166.571757496567	192.671583668617	150.122873501681	142.024892424684	182.278425036425	147.03338943962	144.007486040168	203.657339841259	165.421162321599	237.206543843935	149.085899067962	165.421162321599
CLEC2D	10605.5980887083	11069.4397949541	11039.1797858484	11856.0986578919	11221.3603987106	12679.3450797578	12259.4918530851	11143.8488005539	12725.9763840087	12176.068446223	10057.025248443	12718.9717955187	12903.9736874302	11162.5531046449	12361.967496698	7357.52218157226	9632.08755809668	11722.424506165	14945.8565235103	9223.52673246607	10694.8442888191	6681.40135377559	7827.81594684984	7787.54494138195	9285.213401464	5464.73192130377	9643.31995824597	11121.8007329225	11268.7195956539	11021.7811922832	9871.0610437315	13229.4309285876	17542.6093760494	13248.3687245307	4376.07738740999	18845.2193615357	12961.1936519046	13805.7203220168	11465.1585974057	14603.2497460583	11383.2733670006	20288.8540875231	9863.08006488318	15540.174112562	13498.1062927597	12140.8234106262	12921.8812937865	20279.0180099116	13834.3375411485	10388.592776601	12435.5910970024	12260.7596997947	12032.8805256376	9854.9706696275	9359.49186024399	11016.1927588906	10042.2562393308	12698.4766185519
CLEC4A	158.68258559219	166.571757496567	224.411064656905	205.073888662943	212.305803728497	176.069352721887	190.019017040518	324.033688056392	227.543726378642	268.727471007505	310.833890405132	215.269482304951	192.671583668617	237.206543843935	232.324903761193	243.875327499248	230.720118428372	263.197139623953	166.571757496567	198.088319173426	304.437021440697	292.035511262316	306.554548382446	372.216964433999	349.706305729125	248.999666537545	367.092543492052	455.087452757284	298.171798135925	300.245747003361	240.517823798787	333.143514993135	266.871234775327	284.049784849368	213.782507373663	364.55685007285	243.875327499248	245.571614547268	230.720118428372	324.033688056392	266.871234775327	259.573626826247	181.019335983756	272.47876670806	312.995911089169	296.112175079754	194.011720513331	288.014972080335	229.126418157561	143.012753673244	254.231678831881	252.4755723503	181.019335983756	298.171798135925	247.279700204761	302.33412132596	224.411064656905	265.027820503393
CLEC7A	116.162451880597	183.546271746026	128.89031040726	150.122873501681	122.785807273634	130.689552090521	116.162451880597	151.16706066298	152.218510720348	207.936613467196	149.085899067962	139.102062403335	129.786813413124	156.497955544585	121.937663749624	117.784019279984	130.689552090521	154.343401944417	128.89031040726	137.187003204645	139.102062403335	160.897711938794	140.069593761375	155.416945202566	139.102062403335	130.689552090521	145.009137317862	155.416945202566	126.23778617515	141.043854832206	132.513910251696	166.571757496567	145.009137317862	176.069352721887	122.785807273634	152.218510720348	202.250575837025	134.363735503753	171.254727012622	148.056087539877	135.298309191857	146.017755631158	119.428222916711	158.68258559219	188.706459813261	148.056087539877	152.218510720348	149.085899067962	142.024892424684	120.258911899394	138.141214272567	145.009137317862	118.603271921967	150.122873501681	129.786813413124	176.069352721887	187.40296908104	121.095378780876
CLIC2	172.445897838808	166.571757496567	215.269482304951	296.112175079754	188.706459813261	152.218510720348	207.936613467196	222.860944203808	209.382926990792	242.190757561753	218.274532292597	247.279700204761	229.126418157561	219.792751728065	186.108482217	210.839300420499	232.324903761193	196.720023204866	153.277274191223	171.254727012622	216.766799964807	191.340703825272	181.019335983756	206.500290360864	210.839300420499	171.254727012622	206.500290360864	266.871234775327	212.305803728497	205.073888662943	233.940851258727	212.305803728497	215.269482304951	206.500290360864	168.897012578931	257.78062081452	254.231678831881	288.014972080335	203.657339841259	221.321531214813	240.517823798787	205.073888662943	210.839300420499	268.727471007505	245.571614547268	256	215.269482304951	210.839300420499	227.543726378642	163.143760296866	219.792751728065	230.720118428372	183.546271746026	203.657339841259	199.466132393088	266.871234775327	182.278425036425	243.875327499248
CMA1	178.527189292852	138.141214272567	145.009137317862	131.598569811977	146.017755631158	162.016844028196	173.645353913302	155.416945202566	144.007486040168	133.435617387664	143.012753673244	156.497955544585	159.786310259406	142.024892424684	148.056087539877	171.254727012622	165.421162321599	160.897711938794	157.586484908149	134.363735503753	157.586484908149	156.497955544585	149.085899067962	156.497955544585	171.254727012622	170.071784204353	187.40296908104	154.343401944417	150.122873501681	157.586484908149	163.143760296866	163.143760296866	153.277274191223	162.016844028196	162.016844028196	163.143760296866	128	156.497955544585	116.162451880597	167.73035569387	152.218510720348	153.277274191223	165.421162321599	156.497955544585	146.017755631158	147.03338943962	158.68258559219	155.416945202566	154.343401944417	167.73035569387	164.278514888052	160.897711938794	150.122873501681	164.278514888052	142.024892424684	143.012753673244	194.011720513331	176.069352721887
COL8A2	608.874042881393	369.645874053759	831.746453868785	689.783591355233	1722.15585843961	754.825839253044	604.66824265192	843.357201681995	467.881702517453	481.035647597574	1105.12971418053	1024	879.171006912259	709.176047672794	1128.35083865765	1136.19913939747	427.565014747325	474.41308768787	418.765853981584	385.343167337233	1618.0046066962	564.175419328825	445.721888407616	541.193236767427	401.707058123136	388.023441026662	910.174905514568	568.099569698737	1243.33556162053	1112.81649922668	385.343167337233	661.684649286396	955.425783333691	648.067376112783	382.681407650544	494.559400409521	694.581415653208	484.381515123505	522.758208362083	572.051014692977	643.590847755176	861.077929219804	781.444714987806	803.414116246273	675.588050315722	1675.06341592634	357.054378585704	519.147253652495	491.143229094535	792.353276693704	484.381515123505	491.143229094535	362.038671967512	467.881702517453	508.463357663762	451.943934100815	1398.8252229165	1675.06341592634
COLQ	541.193236767427	372.216964433999	265.027820503393	250.731596182253	224.411064656905	357.054378585704	298.171798135925	359.537888188927	306.554548382446	315.172969816299	286.025507346488	357.054378585704	407.314679682518	212.305803728497	410.147777325886	380.038034081037	326.287520593731	357.054378585704	286.025507346488	359.537888188927	491.143229094535	321.795423877588	398.932264786176	362.038671967512	312.995911089169	382.681407650544	390.722357493903	433.533599929614	319.572620518813	404.501151674049	308.686803888835	512	342.509454025245	317.365171184381	380.038034081037	349.706305729125	342.509454025245	390.722357493903	347.290707826604	442.643062429627	344.891795677617	335.460711387741	501.463192364507	344.891795677617	288.014972080335	296.112175079754	266.871234775327	427.565014747325	268.727471007505	396.176638346852	256	274.374006409291	390.722357493903	319.572620518813	390.722357493903	254.231678831881	359.537888188927	257.78062081452
CPA3	118.603271921967	188.706459813261	308.686803888835	240.517823798787	181.019335983756	177.294011918198	126.23778617515	484.381515123505	209.382926990792	308.686803888835	396.176638346852	556.408249613341	430.538964609902	464.649807522386	254.231678831881	242.190757561753	388.023441026662	172.445897838808	145.009137317862	227.543726378642	596.34359627185	165.421162321599	195.361178746952	474.41308768787	1152.05988832134	494.559400409521	455.087452757284	250.731596182253	694.581415653208	1332.57405997254	312.995911089169	982.28645818907	445.721888407616	261.379104181041	182.278425036425	843.357201681995	165.421162321599	131.598569811977	164.278514888052	352.138705443775	159.786310259406	515.56124162904	349.706305729125	458.252836315122	448.82212931381	359.537888188927	138.141214272567	729.113700145701	144.007486040168	139.102062403335	182.278425036425	238.856445833423	109.896375864033	288.014972080335	192.671583668617	451.943934100815	155.416945202566	1052.78855849581
CR2	121.937663749624	126.23778617515	122.785807273634	133.435617387664	122.785807273634	127.115839415941	125.365798091127	133.435617387664	131.598569811977	152.218510720348	130.689552090521	147.03338943962	128.89031040726	117.784019279984	116.162451880597	1820.34981102914	176.069352721887	122.785807273634	121.095378780876	121.095378780876	121.937663749624	122.785807273634	130.689552090521	1734.13439971846	4299.63953612008	126.23778617515	377.412919626522	227.543726378642	116.970425629363	108.383399982403	359.537888188927	729.113700145701	125.365798091127	130.689552090521	112.205532328452	1951.00261999398	147.03338943962	119.428222916711	352.138705443775	129.786813413124	140.069593761375	127.115839415941	121.095378780876	123.63985010238	128.89031040726	129.786813413124	131.598569811977	115.360059214186	119.428222916711	122.785807273634	119.428222916711	116.970425629363	123.63985010238	312.995911089169	136.23938335403	122.785807273634	116.162451880597	126.23778617515
CREB5	147.03338943962	133.435617387664	224.411064656905	176.069352721887	349.706305729125	140.069593761375	131.598569811977	349.706305729125	177.294011918198	151.16706066298	183.546271746026	156.497955544585	243.875327499248	433.533599929614	227.543726378642	143.012753673244	166.571757496567	209.382926990792	140.069593761375	215.269482304951	377.412919626522	308.686803888835	286.025507346488	256	171.254727012622	195.361178746952	522.758208362083	176.069352721887	333.143514993135	247.279700204761	182.278425036425	186.108482217	560.278375045499	362.038671967512	176.069352721887	170.071784204353	188.706459813261	181.019335983756	233.940851258727	276.282428545133	209.382926990792	484.381515123505	198.088319173426	613.109096764891	213.782507373663	770.686334674466	238.856445833423	215.269482304951	210.839300420499	132.513910251696	245.571614547268	298.171798135925	136.23938335403	247.279700204761	219.792751728065	221.321531214813	526.394279247906	494.559400409521
CRISP3	139.102062403335	183.546271746026	221.321531214813	576.02994416067	158.68258559219	704.277410887549	167.73035569387	278.204124806671	393.440046409731	344.891795677617	203.657339841259	196.720023204866	304.437021440697	439.58550345613	168.897012578931	160.897711938794	154.343401944417	240.517823798787	151.16706066298	140.069593761375	148.056087539877	148.056087539877	152.218510720348	143.012753673244	146.017755631158	155.416945202566	138.141214272567	148.056087539877	153.277274191223	137.187003204645	154.343401944417	179.768944094464	135.298309191857	315.172969816299	153.277274191223	704.277410887549	526.394279247906	137.187003204645	1260.69187926519	207.936613467196	182.278425036425	195.361178746952	296.112175079754	140.069593761375	298.171798135925	141.043854832206	451.943934100815	342.509454025245	390.722357493903	162.016844028196	178.527189292852	729.113700145701	165.421162321599	160.897711938794	147.03338943962	374.80593816208	206.500290360864	160.897711938794
CRTAM	178.527189292852	162.016844028196	173.645353913302	265.027820503393	129.786813413124	156.497955544585	138.141214272567	141.043854832206	151.16706066298	147.03338943962	163.143760296866	158.68258559219	147.03338943962	171.254727012622	157.586484908149	157.586484908149	142.024892424684	168.897012578931	146.017755631158	148.056087539877	148.056087539877	147.03338943962	139.102062403335	143.012753673244	143.012753673244	143.012753673244	143.012753673244	140.069593761375	149.085899067962	143.012753673244	142.024892424684	134.363735503753	141.043854832206	144.007486040168	149.085899067962	137.187003204645	232.324903761193	139.102062403335	227.543726378642	139.102062403335	136.23938335403	154.343401944417	143.012753673244	154.343401944417	166.571757496567	156.497955544585	155.416945202566	154.343401944417	156.497955544585	151.16706066298	162.016844028196	162.016844028196	136.23938335403	141.043854832206	145.009137317862	149.085899067962	145.009137317862	132.513910251696
CRYBB1	150.122873501681	134.363735503753	129.786813413124	200.853529061568	160.897711938794	150.122873501681	140.069593761375	133.435617387664	136.23938335403	163.143760296866	163.143760296866	153.277274191223	123.63985010238	150.122873501681	152.218510720348	145.009137317862	162.016844028196	128	134.363735503753	139.102062403335	150.122873501681	132.513910251696	146.017755631158	143.012753673244	137.187003204645	136.23938335403	144.007486040168	128	127.115839415941	142.024892424684	127.115839415941	151.16706066298	139.102062403335	135.298309191857	126.23778617515	131.598569811977	172.445897838808	142.024892424684	150.122873501681	143.012753673244	156.497955544585	148.056087539877	140.069593761375	139.102062403335	142.024892424684	134.363735503753	130.689552090521	143.012753673244	150.122873501681	132.513910251696	148.056087539877	136.23938335403	128.89031040726	128	131.598569811977	127.115839415941	165.421162321599	129.786813413124
CSF1	131.598569811977	123.63985010238	144.007486040168	163.143760296866	149.085899067962	132.513910251696	131.598569811977	152.218510720348	140.069593761375	134.363735503753	149.085899067962	147.03338943962	129.786813413124	144.007486040168	131.598569811977	141.043854832206	132.513910251696	133.435617387664	143.012753673244	132.513910251696	163.143760296866	153.277274191223	141.043854832206	149.085899067962	152.218510720348	138.141214272567	181.019335983756	148.056087539877	149.085899067962	154.343401944417	128.89031040726	134.363735503753	147.03338943962	138.141214272567	127.115839415941	136.23938335403	149.085899067962	143.012753673244	157.586484908149	139.102062403335	144.007486040168	142.024892424684	128.89031040726	135.298309191857	154.343401944417	156.497955544585	132.513910251696	142.024892424684	135.298309191857	135.298309191857	122.785807273634	132.513910251696	134.363735503753	151.16706066298	146.017755631158	147.03338943962	146.017755631158	162.016844028196
CSF2	160.897711938794	140.069593761375	139.102062403335	146.017755631158	129.786813413124	158.68258559219	162.016844028196	151.16706066298	145.009137317862	183.546271746026	148.056087539877	168.897012578931	154.343401944417	172.445897838808	129.786813413124	139.102062403335	140.069593761375	130.689552090521	168.897012578931	132.513910251696	137.187003204645	153.277274191223	130.689552090521	153.277274191223	154.343401944417	140.069593761375	166.571757496567	172.445897838808	145.009137317862	221.321531214813	158.68258559219	171.254727012622	146.017755631158	149.085899067962	183.546271746026	178.527189292852	163.143760296866	261.379104181041	154.343401944417	187.40296908104	144.007486040168	184.82293702688	144.007486040168	138.141214272567	155.416945202566	188.706459813261	141.043854832206	141.043854832206	135.298309191857	130.689552090521	152.218510720348	143.012753673244	200.853529061568	198.088319173426	132.513910251696	166.571757496567	135.298309191857	154.343401944417
CSF3R	164.278514888052	129.786813413124	144.007486040168	151.16706066298	126.23778617515	148.056087539877	113.771863189321	146.017755631158	127.115839415941	177.294011918198	172.445897838808	143.012753673244	128.89031040726	123.63985010238	143.012753673244	137.187003204645	160.897711938794	167.73035569387	123.63985010238	154.343401944417	153.277274191223	154.343401944417	137.187003204645	154.343401944417	163.143760296866	191.340703825272	196.720023204866	257.78062081452	141.043854832206	145.009137317862	168.897012578931	149.085899067962	176.069352721887	173.645353913302	148.056087539877	153.277274191223	146.017755631158	135.298309191857	160.897711938794	162.016844028196	163.143760296866	170.071784204353	183.546271746026	163.143760296866	156.497955544585	195.361178746952	141.043854832206	167.73035569387	137.187003204645	124.499833268773	121.095378780876	135.298309191857	132.513910251696	171.254727012622	135.298309191857	157.586484908149	133.435617387664	141.043854832206
CST7	200.853529061568	194.011720513331	237.206543843935	367.092543492052	163.143760296866	207.936613467196	205.073888662943	274.374006409291	221.321531214813	261.379104181041	300.245747003361	390.722357493903	268.727471007505	256	188.706459813261	347.290707826604	240.517823798787	272.47876670806	312.995911089169	306.554548382446	153.277274191223	282.087709664412	194.011720513331	584.071022524633	699.41261145825	247.279700204761	364.55685007285	484.381515123505	200.853529061568	200.853529061568	380.038034081037	354.588023836397	248.999666537545	232.324903761193	225.971967050408	354.588023836397	227.543726378642	187.40296908104	340.143568408707	347.290707826604	160.897711938794	207.936613467196	170.071784204353	359.537888188927	300.245747003361	238.856445833423	210.839300420499	302.33412132596	252.4755723503	172.445897838808	225.971967050408	215.269482304951	192.671583668617	330.842324643198	216.766799964807	831.746453868785	213.782507373663	268.727471007505
CTLA4	413.000580721729	200.853529061568	200.853529061568	439.58550345613	186.108482217	259.573626826247	354.588023836397	274.374006409291	284.049784849368	415.873226934392	232.324903761193	413.000580721729	340.143568408707	357.054378585704	224.411064656905	1833.01134526049	685.018908050489	261.379104181041	288.014972080335	294.066778879241	224.411064656905	292.035511262316	380.038034081037	2194.99205127433	1438.15155275571	272.47876670806	1128.35083865765	2503.96728871335	261.379104181041	398.932264786176	1438.15155275571	1770.57224971851	568.099569698737	276.282428545133	337.794025157861	2521.38375853039	1067.48493910131	458.252836315122	661.684649286396	776.046882053324	177.294011918198	367.092543492052	430.538964609902	1488.867857736	390.722357493903	436.549064585194	245.571614547268	298.171798135925	200.853529061568	268.727471007505	288.014972080335	256	237.206543843935	916.505672630244	221.321531214813	556.408249613341	333.143514993135	304.437021440697
CTSG	170.071784204353	213.782507373663	374.80593816208	1192.6871925437	205.073888662943	576.02994416067	136.23938335403	724.077343935025	282.087709664412	873.098129170387	474.41308768787	501.463192364507	982.28645818907	464.649807522386	576.02994416067	675.588050315722	617.373607777669	163.143760296866	133.435617387664	235.568038559968	861.077929219804	179.768944094464	215.269482304951	634.730342368761	814.629359365037	749.611876324161	2272.39827879495	344.891795677617	526.394279247906	744.433928867999	294.066778879241	2452.43638705957	694.581415653208	286.025507346488	326.287520593731	861.077929219804	699.41261145825	164.278514888052	257.78062081452	227.543726378642	207.936613467196	1351.17610063144	630.345939632597	580.036549271449	464.649807522386	497.99933307509	150.122873501681	948.82617537574	153.277274191223	148.056087539877	165.421162321599	280.139187522749	145.009137317862	388.023441026662	398.932264786176	1031.12248325808	613.109096764891	1160.0730985429
CTSW	235.568038559968	215.269482304951	382.681407650544	342.509454025245	916.505672630244	195.361178746952	168.897012578931	265.027820503393	270.596618383713	245.571614547268	195.361178746952	556.408249613341	296.112175079754	310.833890405132	349.706305729125	445.721888407616	216.766799964807	330.842324643198	186.108482217	377.412919626522	404.501151674049	225.971967050408	155.416945202566	276.282428545133	274.374006409291	164.278514888052	330.842324643198	300.245747003361	396.176638346852	233.940851258727	157.586484908149	354.588023836397	451.943934100815	380.038034081037	146.017755631158	256	139.102062403335	199.466132393088	369.645874053759	199.466132393088	257.78062081452	292.035511262316	458.252836315122	372.216964433999	198.088319173426	359.537888188927	184.82293702688	374.80593816208	254.231678831881	354.588023836397	333.143514993135	213.782507373663	215.269482304951	238.856445833423	203.657339841259	608.874042881393	1734.13439971846	464.649807522386
CXCL10	522.758208362083	198.088319173426	317.365171184381	1323.36929857279	179.768944094464	233.940851258727	364.55685007285	666.28702998627	1595.7290591447	2288.20405877191	1052.78855849581	814.629359365037	410.147777325886	831.746453868785	270.596618383713	1884.54430847975	1418.35209534559	584.071022524633	760.076068162073	897.64425862762	205.073888662943	4067.7068613101	744.433928867999	537.454942015011	3396.89285965595	592.224350159507	508.463357663762	1200.98298801344	410.147777325886	328.557029776103	4182.06566689666	1770.57224971851	227.543726378642	455.087452757284	648.067376112783	792.353276693704	1209.33648530384	261.379104181041	699.41261145825	458.252836315122	374.80593816208	254.231678831881	304.437021440697	1698.44642982798	995.998666150181	424.611607456994	243.875327499248	436.549064585194	347.290707826604	222.860944203808	968.76303024701	306.554548382446	209.382926990792	354.588023836397	256	3848.28518078059	352.138705443775	522.758208362083
