geneName	GSM340537	GSM340538	GSM340539	GSM340540	GSM340541	GSM340542	GSM340543	GSM340544	GSM340545	GSM340546
CD1C	145.009137317862	254.231678831881	222.860944203808	207.936613467196	191.340703825272	319.572620518813	337.794025157861	224.411064656905	242.190757561753	194.011720513331
CD1D	315.172969816299	393.440046409731	519.147253652495	430.538964609902	308.686803888835	501.463192364507	515.56124162904	497.99933307509	300.245747003361	282.087709664412
CD1E	142.024892424684	182.278425036425	153.277274191223	167.73035569387	166.571757496567	164.278514888052	172.445897838808	159.786310259406	154.343401944417	152.218510720348
CD2	1112.81649922668	2469.49443111068	1314.22811910441	948.82617537574	1332.57405997254	461.440236856745	955.425783333691	250.731596182253	1370.03781610098	1226.21819352978
CD209	284.049784849368	335.460711387741	424.611607456994	501.463192364507	237.206543843935	734.185086984103	544.95753341612	199.466132393088	221.321531214813	192.671583668617
CD22	135.298309191857	121.937663749624	142.024892424684	127.115839415941	134.363735503753	278.204124806671	160.897711938794	135.298309191857	130.689552090521	127.115839415941
CD244	168.897012578931	192.671583668617	183.546271746026	168.897012578931	139.102062403335	160.897711938794	149.085899067962	148.056087539877	150.122873501681	173.645353913302
CD247	968.76303024701	1499.22375264832	861.077929219804	657.114059552207	776.046882053324	685.018908050489	1105.12971418053	433.533599929614	1016.92671532752	955.425783333691
CD27	330.842324643198	349.706305729125	319.572620518813	261.379104181041	347.290707826604	445.721888407616	302.33412132596	195.361178746952	347.290707826604	215.269482304951
CD28	109.137266146298	124.499833268773	144.007486040168	126.23778617515	128.89031040726	117.784019279984	154.343401944417	134.363735503753	134.363735503753	127.115839415941
CD300A	229.126418157561	247.279700204761	259.573626826247	312.995911089169	242.190757561753	265.027820503393	324.033688056392	415.873226934392	222.860944203808	247.279700204761
CD33	181.019335983756	238.856445833423	235.568038559968	221.321531214813	191.340703825272	227.543726378642	352.138705443775	300.245747003361	219.792751728065	209.382926990792
CD37	430.538964609902	657.114059552207	382.681407650544	374.80593816208	461.440236856745	2164.77294706971	461.440236856745	744.433928867999	312.995911089169	333.143514993135
CD38	212.305803728497	284.049784849368	272.47876670806	216.766799964807	171.254727012622	458.252836315122	252.4755723503	203.657339841259	182.278425036425	199.466132393088
CD3D	157.586484908149	140.069593761375	154.343401944417	136.23938335403	128.89031040726	133.435617387664	131.598569811977	118.603271921967	145.009137317862	123.63985010238
CD3E	160.897711938794	319.572620518813	186.108482217	206.500290360864	218.274532292597	205.073888662943	225.971967050408	181.019335983756	233.940851258727	227.543726378642
CD3G	202.250575837025	229.126418157561	268.727471007505	218.274532292597	198.088319173426	134.363735503753	156.497955544585	121.095378780876	250.731596182253	290.018274635724
CD4	276.282428545133	477.712891666846	433.533599929614	390.722357493903	427.565014747325	238.856445833423	451.943934100815	372.216964433999	451.943934100815	380.038034081037
CD40	367.092543492052	826.001161443457	494.559400409521	530.055641006786	533.742469550654	436.549064585194	430.538964609902	252.4755723503	526.394279247906	494.559400409521
CD40LG	136.23938335403	178.527189292852	171.254727012622	152.218510720348	176.069352721887	148.056087539877	191.340703825272	143.012753673244	178.527189292852	183.546271746026
CD5	150.122873501681	222.860944203808	182.278425036425	156.497955544585	164.278514888052	150.122873501681	186.108482217	129.786813413124	190.019017040518	165.421162321599
CD6	704.277410887549	1428.21751434282	897.64425862762	544.95753341612	661.684649286396	433.533599929614	760.076068162073	232.324903761193	837.531707963168	855.13002949465
