geneName	GSM340537	GSM340538	GSM340539	GSM340540	GSM340541	GSM340542	GSM340543	GSM340544	GSM340545	GSM340546
FCRL2	155.416945202566	139.102062403335	137.187003204645	149.085899067962	159.786310259406	374.80593816208	149.085899067962	148.056087539877	150.122873501681	152.218510720348
FES	891.443776815232	837.531707963168	699.41261145825	765.362815301089	704.277410887549	1370.03781610098	604.66824265192	1045.51641672417	689.783591355233	596.34359627185
FFAR2	142.024892424684	148.056087539877	148.056087539877	156.497955544585	151.16706066298	159.786310259406	146.017755631158	160.897711938794	146.017755631158	160.897711938794
FLT3LG	192.671583668617	288.014972080335	238.856445833423	245.571614547268	232.324903761193	230.720118428372	270.596618383713	256	212.305803728497	222.860944203808
FOSB	3769.08861695949	724.077343935025	319.572620518813	219.792751728065	11113.3026504513	6208.37505642659	24154.4268560974	3875.05212098804	471.136077119936	4544.79655758989
FOXP3	210.839300420499	181.019335983756	166.571757496567	182.278425036425	179.768944094464	212.305803728497	182.278425036425	176.069352721887	166.571757496567	173.645353913302
FPR1	891.443776815232	266.871234775327	357.054378585704	328.557029776103	324.033688056392	2048	1024	2062.24496651616	300.245747003361	347.290707826604
FRK	270.596618383713	254.231678831881	568.099569698737	398.932264786176	324.033688056392	121.095378780876	221.321531214813	109.896375864033	487.750654998496	298.171798135925
FRMD4A	809.002303348098	436.549064585194	652.575041187462	568.099569698737	501.463192364507	564.175419328825	729.113700145701	2005.85276945803	792.353276693704	564.175419328825
FZD2	855.13002949465	526.394279247906	533.742469550654	749.611876324161	415.873226934392	232.324903761193	613.109096764891	1136.19913939747	596.34359627185	548.748012818582
FZD3	354.588023836397	487.750654998496	560.278375045499	537.454942015011	552.564857090267	218.274532292597	508.463357663762	604.66824265192	576.02994416067	477.712891666846
GAL3ST4	776.046882053324	797.864529572352	617.373607777669	814.629359365037	588.133557758482	266.871234775327	699.41261145825	1217.74808576279	604.66824265192	544.95753341612
GALR1	139.102062403335	107.634741152475	131.598569811977	121.095378780876	116.162451880597	114.56320907878	112.205532328452	168.897012578931	124.499833268773	117.784019279984
GFI1	184.82293702688	352.138705443775	235.568038559968	215.269482304951	261.379104181041	166.571757496567	248.999666537545	176.069352721887	292.035511262316	302.33412132596
GIPR	170.071784204353	186.108482217	155.416945202566	173.645353913302	170.071784204353	159.786310259406	174.853152864563	186.108482217	173.645353913302	174.853152864563
GNG7	544.95753341612	797.864529572352	533.742469550654	560.278375045499	568.099569698737	494.559400409521	1552.09376410665	1488.867857736	537.454942015011	734.185086984103
GNLY	128	182.278425036425	174.853152864563	152.218510720348	156.497955544585	194.011720513331	230.720118428372	136.23938335403	176.069352721887	152.218510720348
GPC4	621.667780810264	652.575041187462	477.712891666846	714.108757171408	367.092543492052	652.575041187462	1978.23760163808	1795.28851725524	464.649807522386	445.721888407616
GPR1	152.218510720348	135.298309191857	129.786813413124	133.435617387664	129.786813413124	127.115839415941	195.361178746952	139.102062403335	144.007486040168	136.23938335403
GPR171	382.681407650544	714.108757171408	541.193236767427	306.554548382446	445.721888407616	367.092543492052	552.564857090267	415.873226934392	494.559400409521	699.41261145825
GPR18	128	229.126418157561	183.546271746026	174.853152864563	176.069352721887	272.47876670806	158.68258559219	134.363735503753	200.853529061568	199.466132393088
GPR19	159.786310259406	156.497955544585	147.03338943962	125.365798091127	141.043854832206	158.68258559219	142.024892424684	265.027820503393	164.278514888052	145.009137317862
GPR25	134.363735503753	137.187003204645	139.102062403335	123.63985010238	121.095378780876	130.689552090521	174.853152864563	129.786813413124	138.141214272567	126.23778617515
GPR65	458.252836315122	238.856445833423	436.549064585194	286.025507346488	242.190757561753	359.537888188927	424.611607456994	302.33412132596	270.596618383713	242.190757561753
GPR97	134.363735503753	124.499833268773	128	123.63985010238	131.598569811977	145.009137317862	129.786813413124	134.363735503753	128	125.365798091127
GRAP2	135.298309191857	209.382926990792	173.645353913302	183.546271746026	170.071784204353	165.421162321599	168.897012578931	176.069352721887	183.546271746026	177.294011918198
GSTT1	719.075776377855	116.162451880597	2683.68569110193	144.007486040168	120.258911899394	2401.96597602689	131.598569811977	2998.44750529664	136.23938335403	152.218510720348
GYPE	137.187003204645	137.187003204645	143.012753673244	151.16706066298	141.043854832206	158.68258559219	174.853152864563	141.043854832206	153.277274191223	159.786310259406
GZMA	831.746453868785	1758.34201382452	935.763405034906	849.223214913988	584.071022524633	533.742469550654	709.176047672794	396.176638346852	1243.33556162053	922.88047371349
GZMB	458.252836315122	248.999666537545	263.197139623953	235.568038559968	278.204124806671	306.554548382446	261.379104181041	445.721888407616	385.343167337233	288.014972080335
GZMH	621.667780810264	1398.8252229165	617.373607777669	648.067376112783	709.176047672794	433.533599929614	634.730342368761	278.204124806671	749.611876324161	556.408249613341
GZMK	530.055641006786	754.825839253044	377.412919626522	522.758208362083	519.147253652495	451.943934100815	576.02994416067	455.087452757284	891.443776815232	537.454942015011
GZMM	143.012753673244	286.025507346488	159.786310259406	142.024892424684	166.571757496567	190.019017040518	174.853152864563	146.017755631158	191.340703825272	150.122873501681
HAL	206.500290360864	187.40296908104	171.254727012622	181.019335983756	172.445897838808	221.321531214813	187.40296908104	183.546271746026	196.720023204866	191.340703825272
HCK	195.361178746952	300.245747003361	372.216964433999	319.572620518813	238.856445833423	533.742469550654	471.136077119936	418.765853981584	272.47876670806	257.78062081452
HDC	652.575041187462	1144.10202938595	448.82212931381	910.174905514568	455.087452757284	504.9511447006	2164.77294706971	321.795423877588	484.381515123505	218.274532292597
HESX1	153.277274191223	143.012753673244	179.768944094464	132.513910251696	127.115839415941	141.043854832206	172.445897838808	191.340703825272	167.73035569387	191.340703825272
HHEX	625.991822178339	272.47876670806	407.314679682518	354.588023836397	265.027820503393	849.223214913988	680.287136817414	526.394279247906	280.139187522749	257.78062081452
HIC1	174.853152864563	206.500290360864	155.416945202566	191.340703825272	153.277274191223	188.706459813261	248.999666537545	172.445897838808	172.445897838808	176.069352721887
HIST1H2AE	122.785807273634	108.383399982403	128.89031040726	152.218510720348	128	121.937663749624	109.137266146298	118.603271921967	122.785807273634	112.985983525204
HIST1H2BG	148.056087539877	152.218510720348	129.786813413124	148.056087539877	172.445897838808	129.786813413124	165.421162321599	156.497955544585	146.017755631158	165.421162321599
HK3	155.416945202566	126.23778617515	126.23778617515	183.546271746026	143.012753673244	382.681407650544	266.871234775327	174.853152864563	127.115839415941	149.085899067962
HLA-DOB	224.411064656905	312.995911089169	207.936613467196	200.853529061568	315.172969816299	661.684649286396	210.839300420499	224.411064656905	240.517823798787	177.294011918198
HLA-DQA1	4420.51885672213	7033.36805529808	2683.68569110193	1722.15585843961	2876.30310551142	4039.6091576048	3420.5201179786	12416.7501128532	2062.24496651616	2352.53423103393
HNMT	1160.0730985429	1278.29048207525	1478.58349621504	982.28645818907	1226.21819352978	344.891795677617	541.193236767427	222.860944203808	1052.78855849581	1305.15008237492
HOXA1	139.102062403335	135.298309191857	128.89031040726	128.89031040726	151.16706066298	138.141214272567	133.435617387664	140.069593761375	124.499833268773	139.102062403335
HPSE	129.786813413124	187.40296908104	190.019017040518	186.108482217	166.571757496567	123.63985010238	163.143760296866	145.009137317862	165.421162321599	184.82293702688
HRH1	359.537888188927	310.833890405132	245.571614547268	272.47876670806	257.78062081452	504.9511447006	256	749.611876324161	337.794025157861	312.995911089169
HSPA6	1021.88439097485	1509.66017270279	491.591530170369	819.947213744337	600.096590075146	754.557133453522	1356.39993321601	2019.49694202834	540.012267986913	700.966523538929
HTR2B	149.085899067962	145.009137317862	181.019335983756	166.571757496567	137.187003204645	132.513910251696	312.995911089169	122.785807273634	230.720118428372	202.250575837025
ICA1	6517.03487492029	6700.25366370535	8192	7181.15406902096	6984.7850333631	6338.82621354963	5184.53900890227	5293.47719429117	7434.39692035818	6746.85761345596
ICOS	157.586484908149	194.011720513331	199.466132393088	167.73035569387	203.657339841259	142.024892424684	221.321531214813	148.056087539877	202.250575837025	164.278514888052
IFI44L	1370.03781610098	1509.65167850609	1269.46068473752	1595.7290591447	670.921422775482	344.891795677617	552.564857090267	1606.82823249255	897.64425862762	776.046882053324
IFNA10	123.63985010238	123.63985010238	127.115839415941	130.689552090521	126.23778617515	116.162451880597	120.258911899394	117.784019279984	127.115839415941	120.258911899394
IFNG	232.324903761193	259.573626826247	207.936613467196	181.019335983756	186.108482217	177.294011918198	209.382926990792	158.68258559219	257.78062081452	192.671583668617
IGSF6	744.433928867999	948.82617537574	2091.03283344833	1152.05988832134	754.825839253044	560.278375045499	556.408249613341	604.66824265192	885.286124859253	1002.92638472901
IL12B	148.056087539877	127.115839415941	149.085899067962	150.122873501681	174.853152864563	145.009137317862	155.416945202566	137.187003204645	155.416945202566	163.143760296866
IL12RB2	123.63985010238	142.024892424684	123.63985010238	124.499833268773	134.363735503753	122.785807273634	152.218510720348	155.416945202566	138.141214272567	153.277274191223
IL17A	132.513910251696	118.603271921967	119.428222916711	112.205532328452	125.365798091127	134.363735503753	102.536944331472	109.896375864033	116.970425629363	119.428222916711
IL18R1	421.678600840998	359.537888188927	364.55685007285	304.437021440697	245.571614547268	448.82212931381	548.748012818582	272.47876670806	324.033688056392	362.038671967512
IL18RAP	464.649807522386	630.345939632597	344.891795677617	296.112175079754	347.290707826604	328.557029776103	424.611607456994	354.588023836397	477.712891666846	494.559400409521
IL1A	286.025507346488	237.206543843935	179.768944094464	172.445897838808	439.58550345613	126.23778617515	206.500290360864	149.085899067962	357.054378585704	533.742469550654
IL1B	266.871234775327	261.379104181041	200.853529061568	188.706459813261	455.087452757284	494.559400409521	382.681407650544	359.537888188927	315.172969816299	374.80593816208
IL1RL1	116.970425629363	116.970425629363	115.360059214186	116.162451880597	126.23778617515	116.162451880597	127.115839415941	112.205532328452	129.786813413124	114.56320907878
IL21	123.63985010238	126.23778617515	121.937663749624	120.258911899394	114.56320907878	117.784019279984	134.363735503753	117.784019279984	138.141214272567	134.363735503753
IL26	187.40296908104	219.792751728065	268.727471007505	216.766799964807	221.321531214813	247.279700204761	212.305803728497	219.792751728065	268.727471007505	225.971967050408
IL2RA	154.343401944417	157.586484908149	142.024892424684	163.143760296866	138.141214272567	213.782507373663	165.421162321599	202.250575837025	170.071784204353	163.143760296866
IL2RB	458.252836315122	975.501309996992	541.193236767427	401.707058123136	508.463357663762	321.795423877588	464.649807522386	250.731596182253	704.277410887549	471.136077119936
IL3	137.187003204645	125.365798091127	160.897711938794	139.102062403335	157.586484908149	157.586484908149	155.416945202566	130.689552090521	129.786813413124	145.009137317862
IL4	132.513910251696	119.428222916711	117.784019279984	147.03338943962	132.513910251696	128	119.428222916711	122.785807273634	138.141214272567	126.23778617515
IL4R	3258.51743746015	3350.12683185267	3169.41310677482	4153.17802921996	3396.89285965595	8192	3956.47520327617	1584.70655338741	3396.89285965595	2916.4548005828
IL5	178.527189292852	138.141214272567	158.68258559219	153.277274191223	153.277274191223	134.363735503753	130.689552090521	145.009137317862	165.421162321599	168.897012578931
IL5RA	137.187003204645	126.23778617515	127.115839415941	141.043854832206	120.258911899394	143.012753673244	137.187003204645	128	127.115839415941	121.937663749624
IL7	218.274532292597	225.971967050408	268.727471007505	182.278425036425	218.274532292597	144.007486040168	178.527189292852	121.937663749624	200.853529061568	265.027820503393
IL7R	1287.18169551035	1296.13475222557	849.223214913988	661.684649286396	1152.05988832134	803.414116246273	1438.15155275571	430.538964609902	910.174905514568	2120.22256402714
IL9	119.428222916711	130.689552090521	112.985983525204	128	126.23778617515	136.23938335403	120.258911899394	136.23938335403	137.187003204645	120.258911899394
IRF8	962.071295195148	1509.65167850609	1251.98364435668	916.505672630244	1052.78855849581	2005.85276945803	1128.35083865765	625.991822178339	1074.90988403002	709.176047672794
ITK	427.565014747325	526.394279247906	308.686803888835	233.940851258727	340.143568408707	263.197139623953	354.588023836397	1112.81649922668	369.645874053759	522.758208362083
KCNA3	182.278425036425	154.343401944417	177.294011918198	154.343401944417	148.056087539877	137.187003204645	123.63985010238	151.16706066298	165.421162321599	151.16706066298
KCNG2	121.937663749624	126.23778617515	133.435617387664	117.784019279984	124.499833268773	123.63985010238	118.603271921967	136.23938335403	131.598569811977	138.141214272567
KIAA0754	181.019335983756	135.298309191857	128	133.435617387664	156.497955544585	164.278514888052	125.365798091127	140.069593761375	127.115839415941	130.689552090521
KIR2DL1	145.357627197212	148.568547646412	153.155583779191	145.93706037776	147.748807461108	154.076448807364	171.736809216628	167.231370933502	160.799482461051	162.295063289116
KIR2DL4	128.443040841659	150.935033344212	165.285643054711	167.231370933502	133.592716588658	138.796667162731	151.765672492103	159.257399786391	162.697484061758	128.085327792959
KIR2DS4	151.16706066298	132.513910251696	154.343401944417	129.786813413124	132.513910251696	127.115839415941	125.365798091127	142.024892424684	130.689552090521	159.786310259406
KIR3DL2	139.102062403335	139.102062403335	136.23938335403	159.786310259406	136.23938335403	129.786813413124	152.218510720348	144.007486040168	120.258911899394	135.298309191857
KIRREL	144.007486040168	123.63985010238	210.839300420499	213.782507373663	146.017755631158	288.014972080335	164.278514888052	248.999666537545	182.278425036425	151.16706066298
KLRB1	344.891795677617	661.684649286396	652.575041187462	257.78062081452	274.374006409291	139.102062403335	354.588023836397	210.839300420499	398.932264786176	604.66824265192
KLRC3	164.278514888052	132.513910251696	137.187003204645	144.007486040168	133.435617387664	126.23778617515	129.786813413124	136.23938335403	132.513910251696	137.187003204645
KLRC4	118.603271921967	118.603271921967	109.137266146298	114.56320907878	128	147.03338943962	109.896375864033	116.970425629363	108.383399982403	121.937663749624
KLRD1	200.853529061568	210.839300420499	196.720023204866	179.768944094464	209.382926990792	170.071784204353	178.527189292852	160.897711938794	207.936613467196	186.108482217
KLRF1	215.269482304951	154.343401944417	166.571757496567	172.445897838808	142.024892424684	114.56320907878	143.012753673244	148.056087539877	173.645353913302	153.277274191223
KLRG1	252.4755723503	232.324903761193	199.466132393088	238.856445833423	199.466132393088	312.995911089169	288.014972080335	319.572620518813	296.112175079754	265.027820503393
KLRK1	276.282428545133	461.440236856745	333.143514993135	184.82293702688	302.33412132596	430.538964609902	263.197139623953	206.500290360864	310.833890405132	310.833890405132
KYNU	1067.48493910131	1060.11128201357	1710.2600589893	1176.26711551696	1488.867857736	304.437021440697	393.440046409731	410.147777325886	1807.77573640326	1782.88755363046
LAG3	276.282428545133	519.147253652495	347.290707826604	401.707058123136	326.287520593731	227.543726378642	377.412919626522	183.546271746026	390.722357493903	337.794025157861
LAIR2	132.513910251696	164.278514888052	178.527189292852	129.786813413124	137.187003204645	134.363735503753	165.421162321599	143.012753673244	148.056087539877	153.277274191223
LAMP3	364.55685007285	461.440236856745	372.216964433999	312.995911089169	357.054378585704	219.792751728065	310.833890405132	229.126418157561	352.138705443775	319.572620518813
LAT	184.82293702688	225.971967050408	218.274532292597	207.936613467196	206.500290360864	254.231678831881	215.269482304951	187.40296908104	218.274532292597	212.305803728497
LCK	176.069352721887	259.573626826247	209.382926990792	194.011720513331	218.274532292597	186.108482217	213.782507373663	168.897012578931	222.860944203808	224.411064656905
LEF1	515.56124162904	415.873226934392	288.014972080335	284.049784849368	257.78062081452	216.766799964807	451.943934100815	1488.867857736	385.343167337233	504.9511447006
LHCGR	306.554548382446	222.860944203808	183.546271746026	186.108482217	198.088319173426	225.971967050408	252.4755723503	219.792751728065	248.999666537545	240.517823798787
LILRA2	224.411064656905	165.421162321599	183.546271746026	227.543726378642	182.278425036425	218.274532292597	328.557029776103	312.995911089169	172.445897838808	188.706459813261
LILRA3	112.205532328452	119.428222916711	120.258911899394	114.56320907878	109.137266146298	122.785807273634	121.937663749624	123.63985010238	119.428222916711	112.205532328452
LILRA4	181.019335983756	177.294011918198	176.069352721887	173.645353913302	181.019335983756	292.035511262316	174.853152864563	191.340703825272	215.269482304951	181.019335983756
LILRB2	148.230400017386	126.826248391817	130.890532187473	127.594692679647	123.230588436002	149.999887171065	123.337164843622	135.691776861143	133.556567206017	138.921450476501
LIME1	206.500290360864	276.282428545133	202.250575837025	207.936613467196	207.936613467196	257.78062081452	182.278425036425	203.657339841259	233.940851258727	206.500290360864
LRMP	1552.09376410665	2120.22256402714	1758.34201382452	1584.70655338741	2272.39827879495	685.018908050489	689.783591355233	342.509454025245	2076.58901460998	2272.39827879495
LST1	248.999666537545	310.833890405132	359.537888188927	312.995911089169	219.792751728065	206.500290360864	369.645874053759	471.136077119936	259.573626826247	235.568038559968
LTA	202.250575837025	186.108482217	182.278425036425	179.768944094464	182.278425036425	203.657339841259	184.82293702688	187.40296908104	191.340703825272	183.546271746026
LTB	374.80593816208	385.343167337233	401.707058123136	280.139187522749	319.572620518813	786.880092819462	324.033688056392	210.839300420499	388.023441026662	364.55685007285
LTC4S	198.088319173426	210.839300420499	195.361178746952	210.839300420499	202.250575837025	198.088319173426	266.871234775327	248.999666537545	195.361178746952	184.82293702688
LY86	556.408249613341	541.193236767427	689.783591355233	572.051014692977	530.055641006786	477.712891666846	451.943934100815	1184.44870031901	568.099569698737	430.538964609902
LY9	250.731596182253	292.035511262316	209.382926990792	187.40296908104	210.839300420499	221.321531214813	200.853529061568	167.73035569387	219.792751728065	207.936613467196
MAGEA11	130.689552090521	137.187003204645	139.102062403335	132.513910251696	144.007486040168	160.897711938794	134.363735503753	132.513910251696	140.069593761375	138.141214272567
MAK	147.03338943962	124.499833268773	140.069593761375	153.277274191223	123.63985010238	112.205532328452	125.365798091127	203.657339841259	137.187003204645	163.143760296866
MAN1A1	975.501309996992	464.649807522386	430.538964609902	369.645874053759	367.092543492052	340.143568408707	1067.48493910131	333.143514993135	630.345939632597	903.887868201631
MANEA	276.282428545133	206.500290360864	302.33412132596	194.011720513331	209.382926990792	162.016844028196	198.088319173426	245.571614547268	248.999666537545	278.204124806671
MAP3K13	198.088319173426	237.206543843935	261.379104181041	268.727471007505	254.231678831881	191.340703825272	284.049784849368	237.206543843935	347.290707826604	352.138705443775
MAP4K1	526.394279247906	849.223214913988	427.565014747325	362.038671967512	544.95753341612	734.185086984103	418.765853981584	344.891795677617	398.932264786176	481.035647597574
MAP4K2	1734.13439971846	1871.52681006981	1418.35209534559	1746.19625834077	1562.88942997561	1858.59923008954	2076.58901460998	1884.54430847975	1530.72563060218	1499.22375264832
MAP9	648.067376112783	308.686803888835	982.28645818907	442.643062429627	418.765853981584	427.565014747325	491.143229094535	714.108757171408	433.533599929614	278.204124806671
MARCO	252.4755723503	145.009137317862	176.069352721887	171.254727012622	148.056087539877	657.114059552207	207.936613467196	537.454942015011	162.016844028196	141.043854832206
MAST1	142.024892424684	106.152901864249	112.205532328452	135.298309191857	128	99.044159586713	121.095378780876	491.143229094535	113.771863189321	122.785807273634
MBL2	112.205532328452	96.3357918343083	111.430472101904	116.162451880597	128	121.095378780876	110.660765607407	103.250145180432	121.937663749624	112.205532328452
MEFV	140.069593761375	138.141214272567	131.598569811977	151.16706066298	151.16706066298	172.445897838808	150.122873501681	150.122873501681	140.069593761375	144.007486040168
MEP1A	120.258911899394	121.095378780876	123.63985010238	116.970425629363	127.115839415941	101.125287918512	133.435617387664	109.896375864033	126.23778617515	117.784019279984
MGAM	131.598569811977	136.23938335403	138.141214272567	128.89031040726	130.689552090521	128.89031040726	129.786813413124	130.689552090521	131.598569811977	134.363735503753
MICAL3	135.298309191857	137.187003204645	112.985983525204	136.23938335403	134.363735503753	118.603271921967	128	129.786813413124	125.365798091127	137.187003204645
MMP12	162.016844028196	136.23938335403	146.017755631158	173.645353913302	142.024892424684	290.018274635724	186.108482217	143.012753673244	155.416945202566	154.343401944417
MMP25	184.82293702688	212.305803728497	177.294011918198	178.527189292852	170.071784204353	205.073888662943	247.279700204761	243.875327499248	196.720023204866	206.500290360864
MMP9	195.361178746952	206.500290360864	250.731596182253	163.143760296866	284.049784849368	749.611876324161	357.054378585704	145.009137317862	194.011720513331	164.278514888052
MNDA	467.881702517453	317.365171184381	643.590847755176	369.645874053759	266.871234775327	477.712891666846	613.109096764891	544.95753341612	374.80593816208	315.172969816299
MS4A1	133.435617387664	132.513910251696	137.187003204645	127.115839415941	137.187003204645	288.014972080335	142.024892424684	131.598569811977	136.23938335403	146.017755631158
MS4A2	250.731596182253	324.033688056392	225.971967050408	280.139187522749	184.82293702688	178.527189292852	324.033688056392	179.768944094464	218.274532292597	166.571757496567
MS4A3	152.218510720348	152.218510720348	131.598569811977	137.187003204645	127.115839415941	150.122873501681	139.102062403335	151.16706066298	131.598569811977	127.115839415941
MS4A6A	1184.44870031901	1686.71440336399	2149.81976806004	1584.70655338741	1105.12971418053	617.373607777669	1897.65235075148	1833.01134526049	942.272154239873	1136.19913939747
MSC	230.720118428372	359.537888188927	210.839300420499	282.087709664412	199.466132393088	831.746453868785	377.412919626522	198.088319173426	298.171798135925	224.411064656905
MXD1	537.454942015011	487.750654998496	491.143229094535	484.381515123505	501.463192364507	729.113700145701	754.825839253044	445.721888407616	541.193236767427	519.147253652495
MYB	310.833890405132	302.33412132596	734.185086984103	729.113700145701	354.588023836397	163.143760296866	284.049784849368	171.254727012622	324.033688056392	501.463192364507
NAALADL1	225.971967050408	294.066778879241	344.891795677617	393.440046409731	248.999666537545	487.750654998496	537.454942015011	451.943934100815	263.197139623953	266.871234775327
NCF2	229.126418157561	252.4755723503	290.018274635724	235.568038559968	207.936613467196	424.611607456994	352.138705443775	268.727471007505	203.657339841259	218.274532292597
NCR3	128	188.706459813261	192.671583668617	163.143760296866	196.720023204866	242.190757561753	187.40296908104	165.421162321599	200.853529061568	168.897012578931
NFE2	194.011720513331	129.786813413124	124.499833268773	142.024892424684	191.340703825272	962.071295195148	455.087452757284	143.012753673244	129.786813413124	158.68258559219
NIPSNAP3B	126.23778617515	137.187003204645	177.294011918198	167.73035569387	123.63985010238	126.23778617515	181.019335983756	215.269482304951	140.069593761375	139.102062403335
NKG7	278.204124806671	1045.51641672417	526.394279247906	564.175419328825	497.99933307509	564.175419328825	537.454942015011	254.231678831881	652.575041187462	461.440236856745
NLRP3	240.517823798787	247.279700204761	232.324903761193	225.971967050408	202.250575837025	225.971967050408	372.216964433999	298.171798135925	203.657339841259	187.40296908104
NMBR	153.277274191223	129.786813413124	131.598569811977	118.603271921967	152.218510720348	154.343401944417	148.056087539877	140.069593761375	141.043854832206	134.363735503753
NOD2	230.720118428372	276.282428545133	247.279700204761	213.782507373663	216.766799964807	232.324903761193	235.568038559968	306.554548382446	205.073888662943	209.382926990792
NOX3	120.258911899394	153.277274191223	145.009137317862	150.122873501681	126.23778617515	140.069593761375	142.024892424684	140.069593761375	145.009137317862	150.122873501681
NPAS1	150.122873501681	240.517823798787	206.500290360864	203.657339841259	210.839300420499	181.019335983756	157.586484908149	149.085899067962	216.766799964807	203.657339841259
NPL	734.185086984103	897.64425862762	814.629359365037	792.353276693704	929.299615044772	424.611607456994	427.565014747325	304.437021440697	891.443776815232	1031.12248325808
NR4A3	178.527189292852	146.017755631158	144.007486040168	134.363735503753	237.206543843935	163.143760296866	661.684649286396	179.768944094464	140.069593761375	202.250575837025
NTRK1	143.012753673244	145.009137317862	149.085899067962	137.187003204645	134.363735503753	166.571757496567	137.187003204645	192.671583668617	146.017755631158	140.069593761375
OSM	182.278425036425	130.689552090521	148.056087539877	136.23938335403	140.069593761375	240.517823798787	266.871234775327	278.204124806671	140.069593761375	164.278514888052
P2RX1	709.176047672794	935.763405034906	592.224350159507	494.559400409521	369.645874053759	1509.65167850609	4299.63953612008	203.657339841259	867.067199859228	194.011720513331
P2RX5	116.970425629363	118.603271921967	137.187003204645	130.689552090521	126.23778617515	123.63985010238	132.513910251696	131.598569811977	138.141214272567	132.513910251696
P2RY10	278.204124806671	222.860944203808	306.554548382446	209.382926990792	229.126418157561	263.197139623953	238.856445833423	195.361178746952	237.206543843935	203.657339841259
P2RY13	216.766799964807	232.324903761193	245.571614547268	219.792751728065	265.027820503393	176.069352721887	247.279700204761	210.839300420499	232.324903761193	209.382926990792
P2RY14	172.445897838808	154.343401944417	133.435617387664	147.03338943962	146.017755631158	154.343401944417	481.035647597574	240.517823798787	177.294011918198	143.012753673244
P2RY2	138.141214272567	168.897012578931	152.218510720348	158.68258559219	170.071784204353	157.586484908149	129.786813413124	141.043854832206	155.416945202566	163.143760296866
PADI4	190.019017040518	140.069593761375	115.360059214186	148.056087539877	147.03338943962	242.190757561753	407.314679682518	132.513910251696	139.102062403335	145.009137317862
PAQR5	116.970425629363	128	128.89031040726	146.017755631158	130.689552090521	130.689552090521	168.897012578931	143.012753673244	141.043854832206	153.277274191223
PASK	333.143514993135	352.138705443775	268.727471007505	333.143514993135	377.412919626522	286.025507346488	265.027820503393	312.995911089169	292.035511262316	344.891795677617
PAX7	155.416945202566	141.043854832206	154.343401944417	143.012753673244	152.218510720348	135.298309191857	149.085899067962	174.853152864563	143.012753673244	147.03338943962
PBXIP1	424.611607456994	592.224350159507	568.099569698737	643.590847755176	491.143229094535	337.794025157861	1105.12971418053	310.833890405132	643.590847755176	580.036549271449
PCDHA5	109.896375864033	137.187003204645	123.63985010238	141.043854832206	114.56320907878	136.23938335403	128.89031040726	129.786813413124	131.598569811977	142.024892424684
PDCD1	162.016844028196	174.853152864563	147.03338943962	145.009137317862	152.218510720348	177.294011918198	146.017755631158	139.102062403335	174.853152864563	176.069352721887
PDCD1LG2	133.435617387664	137.187003204645	130.689552090521	130.689552090521	118.603271921967	176.069352721887	167.73035569387	127.115839415941	145.009137317862	133.435617387664
PDE6C	372.216964433999	504.9511447006	494.559400409521	481.035647597574	544.95753341612	648.067376112783	541.193236767427	464.649807522386	474.41308768787	484.381515123505
PDK1	328.557029776103	221.321531214813	266.871234775327	222.860944203808	210.839300420499	254.231678831881	442.643062429627	192.671583668617	263.197139623953	243.875327499248
PGLYRP1	123.63985010238	109.137266146298	131.598569811977	140.069593761375	125.365798091127	148.056087539877	155.416945202566	128	141.043854832206	135.298309191857
PKD2L2	121.937663749624	114.56320907878	122.785807273634	116.162451880597	135.298309191857	129.786813413124	112.205532328452	108.383399982403	141.043854832206	136.23938335403
PLA1A	171.254727012622	171.254727012622	202.250575837025	274.374006409291	164.278514888052	171.254727012622	194.011720513331	179.768944094464	170.071784204353	182.278425036425
PLA2G7	247.279700204761	257.78062081452	415.873226934392	302.33412132596	221.321531214813	312.995911089169	196.720023204866	194.011720513331	222.860944203808	302.33412132596
PLEKHF1	749.611876324161	1758.34201382452	1192.6871925437	1675.06341592634	2019.8045788024	897.64425862762	1408.5548217751	396.176638346852	1398.8252229165	1243.33556162053
PLEKHG3	1341.84284555096	1722.15585843961	1595.7290591447	2164.77294706971	2241.113500182	1341.84284555096	2194.99205127433	2256.7016773153	1606.82823249255	1509.65167850609
PNOC	142.024892424684	163.143760296866	158.68258559219	120.258911899394	139.102062403335	203.657339841259	134.363735503753	129.786813413124	118.603271921967	137.187003204645
PPBP	248.999666537545	362.038671967512	354.588023836397	357.054378585704	404.501151674049	724.077343935025	560.278375045499	330.842324643198	232.324903761193	292.035511262316
PPFIBP1	922.88047371349	781.444714987806	948.82617537574	1082.38647353485	935.763405034906	897.64425862762	675.588050315722	995.998666150181	968.76303024701	910.174905514568
PRF1	252.4755723503	413.000580721729	247.279700204761	265.027820503393	284.049784849368	393.440046409731	364.55685007285	216.766799964807	359.537888188927	310.833890405132
PRG2	123.63985010238	127.115839415941	124.499833268773	128	130.689552090521	129.786813413124	155.416945202566	133.435617387664	126.23778617515	131.598569811977
PSG2	207.936613467196	125.365798091127	131.598569811977	129.786813413124	144.007486040168	144.007486040168	128	145.009137317862	134.363735503753	145.009137317862
PTGDR	165.421162321599	188.706459813261	148.056087539877	129.786813413124	133.435617387664	152.218510720348	158.68258559219	119.428222916711	168.897012578931	135.298309191857
PTGER2	224.411064656905	210.839300420499	380.038034081037	410.147777325886	183.546271746026	138.141214272567	224.411064656905	164.278514888052	242.190757561753	240.517823798787
