geneName	GSM340605	GSM340606	GSM340607	GSM340608	GSM340609	GSM340610	GSM340611	GSM340615	GSM340616	GSM340617	GSM340619	GSM340621	GSM340622	GSM340624	GSM340625	GSM340626	GSM340627	GSM340629	GSM340631	GSM340632	GSM340635	GSM340637	GSM340638	GSM340639	GSM340640	GSM340641	GSM340642	GSM340643	GSM340644	GSM340645	GSM340646	GSM340647	GSM340649	GSM340650	GSM340651	GSM340652	GSM340655	GSM340656	GSM340657	GSM340658	GSM340659	GSM340661	GSM340662	GSM340663	GSM340664	GSM340666	GSM340667	GSM340668	GSM340669	GSM340670	GSM340671	GSM340675	GSM340676	GSM340679	GSM340680	GSM340681	GSM340682	GSM340683	GSM340685	GSM340686	GSM340687	GSM340688	GSM340689	GSM340690	GSM340691	GSM340692	GSM340695	GSM340698	GSM340699	GSM340703	GSM340707	GSM340708	GSM340710	GSM340711	GSM340713	GSM340716	GSM340717	GSM340719	GSM340722	GSM340724	GSM340726	GSM340730	GSM340734	GSM340735	GSM340736	GSM340737	GSM340738	GSM340739	GSM340740	GSM340741	GSM340742	GSM340743	GSM340744	GSM340748	GSM340749	GSM340750	GSM340751	GSM340752	GSM340753	GSM340754	GSM340755	GSM340756	GSM340768
CCL18	136.23938335403	149.085899067962	186.108482217	153.277274191223	152.218510720348	143.012753673244	134.363735503753	143.012753673244	154.343401944417	148.056087539877	131.598569811977	146.017755631158	145.009137317862	144.007486040168	172.445897838808	143.012753673244	151.16706066298	200.853529061568	143.012753673244	143.012753673244	149.085899067962	196.720023204866	150.122873501681	154.343401944417	138.141214272567	163.143760296866	143.012753673244	143.012753673244	129.786813413124	149.085899067962	156.497955544585	136.23938335403	146.017755631158	221.321531214813	149.085899067962	166.571757496567	179.768944094464	155.416945202566	147.03338943962	135.298309191857	155.416945202566	134.363735503753	153.277274191223	128.89031040726	154.343401944417	156.497955544585	158.68258559219	142.024892424684	158.68258559219	157.586484908149	150.122873501681	156.497955544585	259.573626826247	192.671583668617	141.043854832206	166.571757496567	147.03338943962	147.03338943962	142.024892424684	129.786813413124	413.000580721729	153.277274191223	182.278425036425	146.017755631158	141.043854832206	146.017755631158	158.68258559219	195.361178746952	181.019335983756	151.16706066298	146.017755631158	174.853152864563	192.671583668617	179.768944094464	128	168.897012578931	150.122873501681	151.16706066298	178.527189292852	151.16706066298	139.102062403335	156.497955544585	268.727471007505	155.416945202566	164.278514888052	135.298309191857	152.218510720348	142.024892424684	163.143760296866	159.786310259406	181.019335983756	144.007486040168	156.497955544585	154.343401944417	141.043854832206	148.056087539877	286.025507346488	172.445897838808	144.007486040168	191.340703825272	178.527189292852	144.007486040168	149.085899067962
CCL19	127.115839415941	146.017755631158	238.856445833423	133.435617387664	142.024892424684	212.305803728497	167.73035569387	146.017755631158	186.108482217	145.009137317862	139.102062403335	159.786310259406	165.421162321599	138.141214272567	148.056087539877	151.16706066298	164.278514888052	522.758208362083	137.187003204645	167.73035569387	191.340703825272	149.085899067962	162.016844028196	151.16706066298	152.218510720348	168.897012578931	173.645353913302	135.298309191857	146.017755631158	154.343401944417	171.254727012622	164.278514888052	229.126418157561	190.019017040518	167.73035569387	166.571757496567	144.007486040168	218.274532292597	393.440046409731	292.035511262316	213.782507373663	187.40296908104	162.016844028196	160.897711938794	168.897012578931	192.671583668617	137.187003204645	146.017755631158	155.416945202566	191.340703825272	140.069593761375	166.571757496567	160.897711938794	261.379104181041	156.497955544585	196.720023204866	139.102062403335	181.019335983756	156.497955544585	179.768944094464	634.730342368761	181.019335983756	861.077929219804	415.873226934392	202.250575837025	173.645353913302	139.102062403335	147.03338943962	3281.18221860709	190.019017040518	156.497955544585	256	156.497955544585	150.122873501681	147.03338943962	147.03338943962	157.586484908149	286.025507346488	162.016844028196	167.73035569387	155.416945202566	147.03338943962	354.588023836397	140.069593761375	155.416945202566	138.141214272567	143.012753673244	666.28702998627	247.279700204761	261.379104181041	254.231678831881	276.282428545133	2977.73571547199	142.024892424684	194.011720513331	410.147777325886	319.572620518813	418.765853981584	148.056087539877	207.936613467196	187.40296908104	196.720023204866	142.024892424684
CCL20	168.897012578931	467.881702517453	280.139187522749	164.278514888052	128	572.051014692977	184.82293702688	207.936613467196	526.394279247906	424.611607456994	132.513910251696	312.995911089169	1858.59923008954	176.069352721887	157.586484908149	177.294011918198	227.543726378642	284.049784849368	164.278514888052	179.768944094464	298.171798135925	210.839300420499	209.382926990792	328.557029776103	4211.15423398325	328.557029776103	1488.867857736	134.363735503753	156.497955544585	1144.10202938595	136.23938335403	178.527189292852	364.55685007285	1520.15213632415	797.864529572352	272.47876670806	2352.53423103393	467.881702517453	274.374006409291	178.527189292852	1260.69187926519	512	252.4755723503	210.839300420499	192.671583668617	162.016844028196	187.40296908104	128	282.087709664412	359.537888188927	170.071784204353	191.340703825272	221.321531214813	184.82293702688	156.497955544585	572.051014692977	319.572620518813	171.254727012622	205.073888662943	962.071295195148	3590.57703451048	171.254727012622	344.891795677617	252.4755723503	304.437021440697	184.82293702688	568.099569698737	276.282428545133	340.143568408707	229.126418157561	159.786310259406	205.073888662943	229.126418157561	2721.14854726966	168.897012578931	352.138705443775	155.416945202566	885.286124859253	861.077929219804	530.055641006786	396.176638346852	362.038671967512	224.411064656905	340.143568408707	166.571757496567	290.018274635724	190.019017040518	512	218.274532292597	427.565014747325	568.099569698737	2817.1096435502	207.936613467196	170.071784204353	219.792751728065	203.657339841259	157.586484908149	166.571757496567	192.671583668617	284.049784849368	170.071784204353	192.671583668617	179.768944094464
CCL22	167.73035569387	286.025507346488	530.055641006786	168.897012578931	165.421162321599	335.460711387741	178.527189292852	187.40296908104	247.279700204761	194.011720513331	229.126418157561	173.645353913302	315.172969816299	183.546271746026	184.82293702688	186.108482217	254.231678831881	194.011720513331	206.500290360864	196.720023204866	160.897711938794	173.645353913302	181.019335983756	215.269482304951	235.568038559968	159.786310259406	219.792751728065	171.254727012622	164.278514888052	415.873226934392	184.82293702688	184.82293702688	302.33412132596	282.087709664412	369.645874053759	179.768944094464	418.765853981584	212.305803728497	442.643062429627	195.361178746952	196.720023204866	261.379104181041	194.011720513331	344.891795677617	227.543726378642	184.82293702688	200.853529061568	165.421162321599	187.40296908104	191.340703825272	274.374006409291	382.681407650544	222.860944203808	212.305803728497	157.586484908149	274.374006409291	164.278514888052	222.860944203808	218.274532292597	274.374006409291	374.80593816208	259.573626826247	724.077343935025	328.557029776103	272.47876670806	165.421162321599	203.657339841259	235.568038559968	250.731596182253	207.936613467196	173.645353913302	250.731596182253	254.231678831881	199.466132393088	207.936613467196	359.537888188927	174.853152864563	552.564857090267	300.245747003361	199.466132393088	219.792751728065	257.78062081452	191.340703825272	206.500290360864	263.197139623953	176.069352721887	181.019335983756	837.531707963168	178.527189292852	349.706305729125	776.046882053324	903.887868201631	388.023441026662	176.069352721887	164.278514888052	142.024892424684	209.382926990792	474.41308768787	166.571757496567	174.853152864563	164.278514888052	210.839300420499	203.657339841259
CCL23	119.428222916711	142.024892424684	140.069593761375	122.785807273634	130.689552090521	128	121.937663749624	124.499833268773	133.435617387664	128.89031040726	121.095378780876	128	125.365798091127	128.89031040726	121.937663749624	111.430472101904	128	256	118.603271921967	136.23938335403	137.187003204645	126.23778617515	120.258911899394	132.513910251696	153.277274191223	127.115839415941	128.89031040726	118.603271921967	128	131.598569811977	153.277274191223	118.603271921967	142.024892424684	160.897711938794	140.069593761375	115.360059214186	135.298309191857	132.513910251696	149.085899067962	142.024892424684	144.007486040168	126.23778617515	127.115839415941	122.785807273634	127.115839415941	120.258911899394	117.784019279984	116.162451880597	123.63985010238	141.043854832206	115.360059214186	121.095378780876	139.102062403335	131.598569811977	118.603271921967	145.009137317862	114.56320907878	123.63985010238	119.428222916711	134.363735503753	154.343401944417	122.785807273634	124.499833268773	113.771863189321	125.365798091127	121.937663749624	125.365798091127	116.162451880597	186.108482217	126.23778617515	117.784019279984	131.598569811977	133.435617387664	116.162451880597	113.771863189321	125.365798091127	117.784019279984	132.513910251696	128.89031040726	127.115839415941	124.499833268773	123.63985010238	143.012753673244	121.937663749624	128.89031040726	125.365798091127	120.258911899394	119.428222916711	125.365798091127	129.786813413124	129.786813413124	117.784019279984	137.187003204645	124.499833268773	199.466132393088	158.68258559219	125.365798091127	128.89031040726	132.513910251696	141.043854832206	125.365798091127	125.365798091127	128
CCL4	124.526751582782	119.43969903043	214.901409765912	138.180329838416	133.070607136284	133.158681074521	141.285991606788	126.593145651935	127.708394711012	139.607266588059	126.073877391868	120.608642757514	112.676912805883	126.54116423592	133.742155228294	123.230588436002	113.088397216926	145.129799856404	127.363266054284	120.004824682235	129.265142660023	184.605732324824	131.15036183241	125.862238581374	159.04626058578	153.336191988056	139.757530183187	130.039439011096	129.265142660023	162.371493102489	142.970985878197	132.109269710237	145.114958559396	187.185723142317	135.623461746506	138.761523784779	141.841759606214	165.788231784788	154.244135107021	146.728231899398	154.287464796056	145.756819456008	131.05744329219	213.978010250608	127.115839415941	121.949381000887	138.359171994561	131.601731171108	138.785164769695	164.63811467893	122.292276668591	127.609143000848	151.426648412299	185.079909549482	139.055404254451	189.991188051504	131.554428513443	123.63985010238	122.897103802828	140.965908355376	538.681723541657	135.457601415972	162.094119793324	120.050911470573	137.397975365493	134.928203587249	162.851959284119	148.776481687224	237.054011918611	157.472122994206	152.125579971796	157.403803577049	134.453305511599	152.108044393024	140.551272453691	149.60192361642	124.968831874812	136.448898223714	144.960497795186	136.874468394373	147.386744056397	139.340865609389	139.967944011161	129.619460884036	115.584603628018	126.9519309521	125.329184203021	132.818330680794	220.310351909128	162.666400281169	134.996875644751	142.401325650915	251.054815283627	127.115212376568	176.709827456101	143.340515929457	164.218977055244	166.218223367985	123.746791164613	143.026496075034	143.551491600498	140.068902823483	126.727682263294
CCL5	117.784019279984	159.786310259406	1024	230.720118428372	252.4755723503	347.290707826604	213.782507373663	306.554548382446	362.038671967512	252.4755723503	121.095378780876	190.019017040518	250.731596182253	242.190757561753	187.40296908104	152.218510720348	230.720118428372	310.833890405132	172.445897838808	203.657339841259	396.176638346852	576.02994416067	183.546271746026	219.792751728065	232.324903761193	162.016844028196	209.382926990792	192.671583668617	410.147777325886	369.645874053759	306.554548382446	212.305803728497	357.054378585704	526.394279247906	216.766799964807	225.971967050408	282.087709664412	324.033688056392	1269.46068473752	474.41308768787	739.291748107518	218.274532292597	206.500290360864	533.742469550654	159.786310259406	192.671583668617	238.856445833423	157.586484908149	230.720118428372	421.678600840998	512	530.055641006786	407.314679682518	401.707058123136	248.999666537545	1296.13475222557	205.073888662943	202.250575837025	184.82293702688	200.853529061568	2336.28409009853	199.466132393088	962.071295195148	245.571614547268	352.138705443775	319.572620518813	541.193236767427	544.95753341612	1314.22811910441	814.629359365037	396.176638346852	401.707058123136	245.571614547268	167.73035569387	199.466132393088	187.40296908104	272.47876670806	342.509454025245	252.4755723503	265.027820503393	445.721888407616	317.365171184381	497.99933307509	178.527189292852	288.014972080335	160.897711938794	442.643062429627	533.742469550654	849.223214913988	724.077343935025	168.897012578931	159.786310259406	1458.2274002914	491.143229094535	2091.03283344833	413.000580721729	617.373607777669	439.58550345613	196.720023204866	268.727471007505	367.092543492052	335.460711387741	288.014972080335
CCL7	2538.92136947505	5220.6003294997	324.033688056392	427.565014747325	342.509454025245	515.56124162904	415.873226934392	526.394279247906	372.216964433999	445.721888407616	613.109096764891	404.501151674049	519.147253652495	484.381515123505	504.9511447006	588.133557758482	608.874042881393	580.036549271449	533.742469550654	439.58550345613	404.501151674049	401.707058123136	699.41261145825	474.41308768787	448.82212931381	324.033688056392	286.025507346488	556.408249613341	515.56124162904	321.795423877588	369.645874053759	519.147253652495	421.678600840998	380.038034081037	256	374.80593816208	390.722357493903	340.143568408707	617.373607777669	304.437021440697	600.491494006722	455.087452757284	372.216964433999	442.643062429627	337.794025157861	652.575041187462	439.58550345613	544.95753341612	427.565014747325	484.381515123505	873.098129170387	826.001161443457	270.596618383713	439.58550345613	302.33412132596	464.649807522386	491.143229094535	519.147253652495	935.763405034906	410.147777325886	724.077343935025	418.765853981584	328.557029776103	439.58550345613	494.559400409521	508.463357663762	484.381515123505	380.038034081037	390.722357493903	464.649807522386	504.9511447006	418.765853981584	445.721888407616	286.025507346488	413.000580721729	191.340703825272	477.712891666846	315.172969816299	202.250575837025	377.412919626522	393.440046409731	433.533599929614	580.036549271449	576.02994416067	455.087452757284	308.686803888835	689.783591355233	515.56124162904	415.873226934392	451.943934100815	1458.2274002914	168.897012578931	337.794025157861	652.575041187462	436.549064585194	484.381515123505	442.643062429627	564.175419328825	439.58550345613	396.176638346852	410.147777325886	272.47876670806	596.34359627185
CCL8	885.286124859253	2320.14619708579	372.216964433999	209.382926990792	272.47876670806	390.722357493903	296.112175079754	210.839300420499	235.568038559968	219.792751728065	176.069352721887	165.421162321599	263.197139623953	248.999666537545	209.382926990792	245.571614547268	272.47876670806	427.565014747325	252.4755723503	194.011720513331	388.023441026662	477.712891666846	315.172969816299	183.546271746026	481.035647597574	202.250575837025	272.47876670806	278.204124806671	233.940851258727	600.491494006722	221.321531214813	224.411064656905	216.766799964807	1360.57427363483	233.940851258727	222.860944203808	843.357201681995	541.193236767427	308.686803888835	238.856445833423	263.197139623953	242.190757561753	280.139187522749	294.066778879241	205.073888662943	272.47876670806	191.340703825272	181.019335983756	196.720023204866	200.853529061568	290.018274635724	377.412919626522	396.176638346852	372.216964433999	256	1530.72563060218	263.197139623953	238.856445833423	222.860944203808	233.940851258727	5404.70440252578	206.500290360864	252.4755723503	369.645874053759	369.645874053759	300.245747003361	242.190757561753	261.379104181041	374.80593816208	245.571614547268	194.011720513331	657.114059552207	324.033688056392	458.252836315122	519.147253652495	292.035511262316	224.411064656905	352.138705443775	464.649807522386	207.936613467196	190.019017040518	218.274532292597	390.722357493903	272.47876670806	263.197139623953	212.305803728497	261.379104181041	337.794025157861	369.645874053759	369.645874053759	1351.17610063144	250.731596182253	508.463357663762	209.382926990792	308.686803888835	312.995911089169	335.460711387741	580.036549271449	276.282428545133	237.206543843935	333.143514993135	179.768944094464	294.066778879241
CCND2	136.23938335403	580.036549271449	3147.52037127785	3717.19846017909	195.361178746952	302.33412132596	326.287520593731	2320.14619708579	1884.54430847975	1448.15468787005	138.141214272567	3492.39251668155	367.092543492052	2521.38375853039	385.343167337233	154.343401944417	349.706305729125	1795.28851725524	519.147253652495	296.112175079754	1398.8252229165	1234.74721555534	843.357201681995	1770.57224971851	296.112175079754	176.069352721887	1002.92638472901	1448.15468787005	2288.20405877191	487.750654998496	219.792751728065	3125.77885995122	1652.00232288691	704.277410887549	699.41261145825	192.671583668617	467.881702517453	418.765853981584	541.193236767427	1120.556750091	639.145241037625	2702.35220126289	390.722357493903	537.454942015011	139.102062403335	430.538964609902	1082.38647353485	955.425783333691	240.517823798787	3875.05212098804	190.019017040518	2556.5809641505	424.611607456994	552.564857090267	240.517823798787	580.036549271449	294.066778879241	617.373607777669	621.667780810264	786.880092819462	1112.81649922668	276.282428545133	448.82212931381	340.143568408707	164.278514888052	903.887868201631	2469.49443111068	272.47876670806	3666.02269052097	1332.57405997254	1520.15213632415	512	404.501151674049	372.216964433999	1038.29450730499	1082.38647353485	2048	849.223214913988	1052.78855849581	680.287136817414	519.147253652495	522.758208362083	393.440046409731	319.572620518813	487.750654998496	729.113700145701	330.842324643198	448.82212931381	2486.67112324105	533.742469550654	749.611876324161	2628.45623820883	1168.14204504927	2628.45623820883	4067.7068613101	3516.68402764904	625.991822178339	689.783591355233	1937.52606049402	471.136077119936	315.172969816299	2368.89740063803	494.559400409521
CCR10	133.435617387664	118.603271921967	148.056087539877	158.68258559219	200.853529061568	148.056087539877	166.571757496567	147.03338943962	154.343401944417	151.16706066298	125.365798091127	135.298309191857	150.122873501681	162.016844028196	149.085899067962	150.122873501681	152.218510720348	137.187003204645	152.218510720348	153.277274191223	176.069352721887	143.012753673244	126.23778617515	155.416945202566	155.416945202566	154.343401944417	142.024892424684	153.277274191223	172.445897838808	146.017755631158	162.016844028196	149.085899067962	147.03338943962	135.298309191857	153.277274191223	133.435617387664	145.009137317862	173.645353913302	138.141214272567	187.40296908104	159.786310259406	152.218510720348	167.73035569387	142.024892424684	131.598569811977	141.043854832206	151.16706066298	140.069593761375	153.277274191223	154.343401944417	152.218510720348	162.016844028196	165.421162321599	157.586484908149	172.445897838808	166.571757496567	148.056087539877	159.786310259406	156.497955544585	158.68258559219	159.786310259406	177.294011918198	159.786310259406	167.73035569387	164.278514888052	143.012753673244	148.056087539877	165.421162321599	144.007486040168	154.343401944417	155.416945202566	151.16706066298	159.786310259406	157.586484908149	153.277274191223	173.645353913302	141.043854832206	153.277274191223	158.68258559219	143.012753673244	158.68258559219	145.009137317862	158.68258559219	122.785807273634	168.897012578931	134.363735503753	163.143760296866	153.277274191223	163.143760296866	145.009137317862	145.009137317862	158.68258559219	164.278514888052	147.03338943962	160.897711938794	145.009137317862	141.043854832206	146.017755631158	139.102062403335	142.024892424684	282.087709664412	152.218510720348	163.143760296866
CCR2	243.923760000846	173.59843596527	232.777116248679	134.189275882185	127.26549808427	152.809231258187	141.266392309253	154.387105263038	164.713930752862	133.038656805952	142.248977772293	133.789284967267	151.399531966325	142.827064054006	144.234699502657	149.444186331371	134.521927416103	154.220865108634	158.069473241631	145.357627197212	143.786447999725	147.828835274281	155.546268109296	146.465286854995	138.808162721567	129.683772627177	145.453577217728	130.4635107731	135.511781408793	145.511051147906	130.6513833658	154.10649923846	151.736516371222	177.809609356662	145.291392649223	143.131755014961	137.96184992344	153.292002932773	164.916037172371	138.154488557703	149.444186331371	144.686068841356	138.921450476501	146.248140875386	136.030268625652	148.509866066788	138.619356458811	145.342262675959	136.362874585171	191.669278730687	162.0160448285	153.629393704499	148.112998380258	151.514332442863	128.667381067453	147.07502288158	150.642487284716	145.105803799474	156.953074948397	154.816450521726	152.093807564536	143.142384478855	143.341292796095	149.788412039954	142.268781020587	147.72623070793	149.542833874131	138.808162721567	193.114202606235	156.048338314519	148.568547646412	152.745378041487	144.138018499335	141.840485457338	144.786561836265	129.562333477135	140.440844520141	149.999887171065	137.502158996991	154.697970642594	140.109255360174	152.458679449257	151.047045598812	154.144385126113	141.367870859868	143.567749056972	154.509667991878	152.261612362467	152.584326360775	141.532043802174	161.962499715107	129.683772627177	166.093198323368	148.448506289466	171.876706322243	146.91293413109	132.832371263532	151.98486952395	147.934794398418	137.83792855098	126.346974296427	145.828164278298	149.214849437905
CCR3	131.598569811977	133.435617387664	135.298309191857	127.115839415941	121.095378780876	128	130.689552090521	120.258911899394	129.786813413124	128.89031040726	125.365798091127	120.258911899394	128.89031040726	127.115839415941	127.115839415941	136.23938335403	130.689552090521	128.89031040726	125.365798091127	132.513910251696	140.069593761375	123.63985010238	135.298309191857	138.141214272567	126.23778617515	139.102062403335	135.298309191857	128	130.689552090521	132.513910251696	134.363735503753	123.63985010238	136.23938335403	142.024892424684	135.298309191857	134.363735503753	129.786813413124	121.095378780876	130.689552090521	131.598569811977	133.435617387664	126.23778617515	128.89031040726	137.187003204645	145.009137317862	132.513910251696	135.298309191857	157.586484908149	144.007486040168	118.603271921967	122.785807273634	141.043854832206	152.218510720348	154.343401944417	127.115839415941	160.897711938794	133.435617387664	125.365798091127	127.115839415941	121.937663749624	134.363735503753	123.63985010238	143.012753673244	128.89031040726	137.187003204645	133.435617387664	135.298309191857	133.435617387664	125.365798091127	136.23938335403	127.115839415941	139.102062403335	151.16706066298	128.89031040726	122.785807273634	143.012753673244	137.187003204645	136.23938335403	137.187003204645	123.63985010238	135.298309191857	136.23938335403	121.937663749624	128	146.017755631158	116.162451880597	134.363735503753	123.63985010238	150.122873501681	135.298309191857	132.513910251696	131.598569811977	125.365798091127	127.115839415941	120.258911899394	125.365798091127	138.141214272567	128	131.598569811977	121.937663749624	121.937663749624	137.187003204645	173.645353913302
CCR6	141.043854832206	207.936613467196	166.571757496567	151.16706066298	151.16706066298	155.416945202566	159.786310259406	150.122873501681	166.571757496567	122.785807273634	139.102062403335	153.277274191223	140.069593761375	141.043854832206	129.786813413124	142.024892424684	152.218510720348	170.071784204353	144.007486040168	144.007486040168	167.73035569387	164.278514888052	130.689552090521	154.343401944417	145.009137317862	137.187003204645	166.571757496567	131.598569811977	146.017755631158	158.68258559219	134.363735503753	153.277274191223	168.897012578931	195.361178746952	165.421162321599	128	131.598569811977	145.009137317862	182.278425036425	147.03338943962	165.421162321599	173.645353913302	137.187003204645	145.009137317862	126.23778617515	135.298309191857	145.009137317862	140.069593761375	159.786310259406	191.340703825272	158.68258559219	149.085899067962	160.897711938794	142.024892424684	137.187003204645	160.897711938794	147.03338943962	156.497955544585	155.416945202566	181.019335983756	230.720118428372	158.68258559219	210.839300420499	144.007486040168	156.497955544585	152.218510720348	157.586484908149	152.218510720348	286.025507346488	178.527189292852	132.513910251696	152.218510720348	147.03338943962	154.343401944417	130.689552090521	151.16706066298	141.043854832206	178.527189292852	168.897012578931	170.071784204353	162.016844028196	163.143760296866	150.122873501681	149.085899067962	154.343401944417	167.73035569387	166.571757496567	163.143760296866	150.122873501681	145.009137317862	162.016844028196	199.466132393088	206.500290360864	155.416945202566	155.416945202566	143.012753673244	145.009137317862	153.277274191223	148.056087539877	148.056087539877	147.03338943962	156.497955544585	142.024892424684
CCR7	179.768944094464	3350.12683185267	873.098129170387	128.89031040726	369.645874053759	317.365171184381	215.269482304951	168.897012578931	254.231678831881	191.340703825272	148.056087539877	1269.46068473752	699.41261145825	245.571614547268	167.73035569387	173.645353913302	252.4755723503	256	560.278375045499	770.686334674466	171.254727012622	152.218510720348	221.321531214813	1097.49602563716	362.038671967512	290.018274635724	494.559400409521	167.73035569387	142.024892424684	268.727471007505	121.937663749624	178.527189292852	1408.5548217751	347.290707826604	3420.5201179786	724.077343935025	5442.29709453931	288.014972080335	621.667780810264	245.571614547268	2916.4548005828	2336.28409009853	145.009137317862	142.024892424684	117.784019279984	1758.34201382452	206.500290360864	116.162451880597	164.278514888052	232.324903761193	5330.29623989016	5480.15126440391	837.531707963168	250.731596182253	317.365171184381	317.365171184381	781.444714987806	5914.33398486014	146.017755631158	1509.65167850609	474.41308768787	190.019017040518	5712.87005737126	315.172969816299	1243.33556162053	128.89031040726	152.218510720348	152.218510720348	797.864529572352	248.999666537545	124.499833268773	3590.57703451048	1541.37266934893	515.56124162904	962.071295195148	131.598569811977	139.102062403335	873.098129170387	826.001161443457	155.416945202566	240.517823798787	1260.69187926519	170.071784204353	141.043854832206	1009.9022894012	149.085899067962	120.258911899394	1520.15213632415	155.416945202566	481.035647597574	1314.22811910441	600.491494006722	1045.51641672417	126.23778617515	170.071784204353	151.16706066298	158.68258559219	2164.77294706971	445.721888407616	929.299615044772	282.087709664412	388.023441026662	1341.84284555096
CD160	144.007486040168	149.085899067962	141.043854832206	132.513910251696	127.115839415941	140.069593761375	140.069593761375	143.012753673244	134.363735503753	144.007486040168	134.363735503753	127.115839415941	125.365798091127	142.024892424684	142.024892424684	131.598569811977	132.513910251696	145.009137317862	265.027820503393	152.218510720348	131.598569811977	190.019017040518	164.278514888052	126.23778617515	130.689552090521	152.218510720348	143.012753673244	162.016844028196	123.63985010238	135.298309191857	135.298309191857	141.043854832206	137.187003204645	147.03338943962	136.23938335403	158.68258559219	134.363735503753	137.187003204645	174.853152864563	182.278425036425	150.122873501681	129.786813413124	132.513910251696	129.786813413124	128	135.298309191857	139.102062403335	159.786310259406	132.513910251696	151.16706066298	126.23778617515	121.937663749624	164.278514888052	146.017755631158	150.122873501681	134.363735503753	136.23938335403	148.056087539877	137.187003204645	151.16706066298	131.598569811977	146.017755631158	172.445897838808	139.102062403335	137.187003204645	132.513910251696	146.017755631158	133.435617387664	172.445897838808	153.277274191223	166.571757496567	149.085899067962	132.513910251696	139.102062403335	126.23778617515	125.365798091127	149.085899067962	141.043854832206	156.497955544585	128	159.786310259406	151.16706066298	162.016844028196	131.598569811977	125.365798091127	136.23938335403	205.073888662943	141.043854832206	170.071784204353	142.024892424684	147.03338943962	142.024892424684	145.009137317862	155.416945202566	233.940851258727	177.294011918198	187.40296908104	155.416945202566	142.024892424684	129.786813413124	128.89031040726	147.03338943962	144.007486040168
CD180	109.896375864033	112.985983525204	131.598569811977	137.187003204645	112.205532328452	109.137266146298	118.603271921967	134.363735503753	160.897711938794	115.360059214186	106.152901864249	128	103.968306733598	115.360059214186	119.428222916711	128	116.162451880597	116.970425629363	128.89031040726	116.162451880597	116.162451880597	122.785807273634	110.660765607407	138.141214272567	100.426764530784	109.137266146298	119.428222916711	110.660765607407	120.258911899394	127.115839415941	132.513910251696	126.23778617515	119.428222916711	117.784019279984	126.23778617515	108.383399982403	123.63985010238	121.095378780876	144.007486040168	117.784019279984	116.970425629363	127.115839415941	123.63985010238	130.689552090521	123.63985010238	109.137266146298	116.970425629363	103.250145180432	132.513910251696	128	128	130.689552090521	119.428222916711	142.024892424684	118.603271921967	150.122873501681	121.095378780876	124.499833268773	128.89031040726	110.660765607407	136.23938335403	125.365798091127	130.689552090521	122.785807273634	117.784019279984	121.937663749624	132.513910251696	140.069593761375	141.043854832206	135.298309191857	104.691463495396	136.23938335403	126.23778617515	121.095378780876	116.162451880597	125.365798091127	117.784019279984	119.428222916711	117.784019279984	141.043854832206	126.23778617515	129.786813413124	116.162451880597	115.360059214186	117.784019279984	130.689552090521	120.258911899394	132.513910251696	116.162451880597	148.056087539877	115.360059214186	118.603271921967	124.499833268773	118.603271921967	114.56320907878	134.363735503753	139.102062403335	122.785807273634	123.63985010238	122.785807273634	101.82866992063	124.499833268773	116.162451880597
CD19	129.786813413124	138.141214272567	187.40296908104	128	120.258911899394	132.513910251696	143.012753673244	117.784019279984	130.689552090521	151.16706066298	129.786813413124	127.115839415941	149.085899067962	126.23778617515	160.897711938794	129.786813413124	144.007486040168	388.023441026662	139.102062403335	121.095378780876	172.445897838808	117.784019279984	132.513910251696	135.298309191857	131.598569811977	173.645353913302	125.365798091127	119.428222916711	133.435617387664	138.141214272567	135.298309191857	127.115839415941	128	142.024892424684	132.513910251696	128	140.069593761375	176.069352721887	140.069593761375	138.141214272567	148.056087539877	139.102062403335	125.365798091127	140.069593761375	199.466132393088	137.187003204645	134.363735503753	131.598569811977	140.069593761375	159.786310259406	135.298309191857	137.187003204645	134.363735503753	192.671583668617	109.137266146298	240.517823798787	135.298309191857	145.009137317862	252.4755723503	134.363735503753	572.051014692977	151.16706066298	413.000580721729	176.069352721887	173.645353913302	149.085899067962	129.786813413124	147.03338943962	929.299615044772	152.218510720348	133.435617387664	265.027820503393	198.088319173426	127.115839415941	132.513910251696	128	134.363735503753	155.416945202566	125.365798091127	133.435617387664	129.786813413124	126.23778617515	150.122873501681	136.23938335403	121.095378780876	130.689552090521	137.187003204645	230.720118428372	141.043854832206	162.016844028196	133.435617387664	148.056087539877	533.742469550654	129.786813413124	142.024892424684	170.071784204353	250.731596182253	191.340703825272	120.258911899394	129.786813413124	141.043854832206	145.009137317862	136.23938335403
