geneName	GSM340612	GSM340613	GSM340614	GSM340618	GSM340620	GSM340623	GSM340628	GSM340630	GSM340633	GSM340634	GSM340636	GSM340648	GSM340653	GSM340654	GSM340660	GSM340665	GSM340672	GSM340673	GSM340674	GSM340677	GSM340678	GSM340684	GSM340693	GSM340694	GSM340696	GSM340697	GSM340700	GSM340701	GSM340702	GSM340704	GSM340705	GSM340706	GSM340709	GSM340712	GSM340714	GSM340715	GSM340718	GSM340720	GSM340721	GSM340723	GSM340725	GSM340727	GSM340728	GSM340729	GSM340731	GSM340732	GSM340733	GSM340745	GSM340746	GSM340747	GSM340757	GSM340758	GSM340759	GSM340760	GSM340761	GSM340762	GSM340763	GSM340764	GSM340765	GSM340766	GSM340767	GSM340769
CD27	182.278425036425	252.4755723503	170.071784204353	165.421162321599	179.768944094464	164.278514888052	263.197139623953	171.254727012622	171.254727012622	216.766799964807	349.706305729125	188.706459813261	188.706459813261	501.463192364507	337.794025157861	232.324903761193	229.126418157561	187.40296908104	310.833890405132	278.204124806671	248.999666537545	308.686803888835	464.649807522386	328.557029776103	276.282428545133	333.143514993135	203.657339841259	177.294011918198	237.206543843935	167.73035569387	639.145241037625	225.971967050408	164.278514888052	312.995911089169	218.274532292597	596.34359627185	290.018274635724	200.853529061568	152.218510720348	247.279700204761	215.269482304951	266.871234775327	317.365171184381	147.03338943962	195.361178746952	352.138705443775	494.559400409521	362.038671967512	237.206543843935	183.546271746026	216.766799964807	212.305803728497	268.727471007505	215.269482304951	340.143568408707	240.517823798787	501.463192364507	210.839300420499	183.546271746026	625.991822178339	243.875327499248	680.287136817414
CD28	121.095378780876	103.968306733598	122.785807273634	129.786813413124	117.784019279984	120.258911899394	125.365798091127	111.430472101904	118.603271921967	106.891253686831	128.89031040726	112.985983525204	119.428222916711	153.277274191223	116.162451880597	116.162451880597	111.430472101904	114.56320907878	123.63985010238	118.603271921967	114.56320907878	127.115839415941	122.785807273634	135.298309191857	133.435617387664	142.024892424684	122.785807273634	116.970425629363	141.043854832206	110.660765607407	174.853152864563	120.258911899394	148.056087539877	109.896375864033	150.122873501681	136.23938335403	129.786813413124	112.985983525204	125.365798091127	135.298309191857	120.258911899394	121.937663749624	109.137266146298	110.660765607407	123.63985010238	142.024892424684	128	126.23778617515	126.23778617515	98.3600116024328	125.365798091127	104.691463495396	116.970425629363	138.141214272567	143.012753673244	126.23778617515	165.421162321599	144.007486040168	118.603271921967	203.657339841259	112.205532328452	190.019017040518
CD300A	215.269482304951	168.897012578931	484.381515123505	210.839300420499	219.792751728065	317.365171184381	317.365171184381	142.024892424684	218.274532292597	182.278425036425	328.557029776103	245.571614547268	240.517823798787	306.554548382446	133.435617387664	156.497955544585	150.122873501681	182.278425036425	243.875327499248	218.274532292597	190.019017040518	229.126418157561	342.509454025245	252.4755723503	398.932264786176	296.112175079754	182.278425036425	222.860944203808	298.171798135925	176.069352721887	630.345939632597	340.143568408707	224.411064656905	159.786310259406	154.343401944417	328.557029776103	515.56124162904	661.684649286396	190.019017040518	302.33412132596	212.305803728497	243.875327499248	474.41308768787	130.689552090521	235.568038559968	396.176638346852	396.176638346852	317.365171184381	474.41308768787	242.190757561753	138.141214272567	433.533599929614	188.706459813261	147.03338943962	354.588023836397	237.206543843935	292.035511262316	222.860944203808	203.657339841259	1120.556750091	176.069352721887	415.873226934392
CD33	192.671583668617	138.141214272567	188.706459813261	159.786310259406	145.009137317862	154.343401944417	163.143760296866	134.363735503753	158.68258559219	152.218510720348	170.071784204353	177.294011918198	182.278425036425	200.853529061568	254.231678831881	153.277274191223	156.497955544585	158.68258559219	296.112175079754	186.108482217	138.141214272567	184.82293702688	152.218510720348	232.324903761193	250.731596182253	224.411064656905	166.571757496567	133.435617387664	182.278425036425	140.069593761375	342.509454025245	196.720023204866	184.82293702688	147.03338943962	222.860944203808	174.853152864563	190.019017040518	298.171798135925	164.278514888052	163.143760296866	184.82293702688	182.278425036425	176.069352721887	144.007486040168	150.122873501681	254.231678831881	278.204124806671	172.445897838808	357.054378585704	146.017755631158	131.598569811977	192.671583668617	256	138.141214272567	224.411064656905	159.786310259406	196.720023204866	171.254727012622	128.89031040726	916.505672630244	130.689552090521	302.33412132596
CD37	333.143514993135	144.007486040168	142.024892424684	168.897012578931	167.73035569387	227.543726378642	215.269482304951	125.365798091127	157.586484908149	192.671583668617	530.055641006786	238.856445833423	213.782507373663	377.412919626522	319.572620518813	225.971967050408	160.897711938794	165.421162321599	515.56124162904	245.571614547268	216.766799964807	278.204124806671	219.792751728065	380.038034081037	442.643062429627	1618.0046066962	202.250575837025	140.069593761375	219.792751728065	136.23938335403	1160.0730985429	265.027820503393	141.043854832206	195.361178746952	298.171798135925	430.538964609902	247.279700204761	734.185086984103	215.269482304951	203.657339841259	245.571614547268	317.365171184381	568.099569698737	112.205532328452	215.269482304951	471.136077119936	897.64425862762	377.412919626522	995.998666150181	209.382926990792	130.689552090521	382.681407650544	263.197139623953	186.108482217	393.440046409731	194.011720513331	294.066778879241	165.421162321599	141.043854832206	648.067376112783	132.513910251696	592.224350159507
CD38	172.445897838808	140.069593761375	158.68258559219	155.416945202566	165.421162321599	148.056087539877	407.314679682518	160.897711938794	149.085899067962	168.897012578931	308.686803888835	198.088319173426	195.361178746952	467.881702517453	233.940851258727	200.853529061568	184.82293702688	143.012753673244	215.269482304951	390.722357493903	245.571614547268	174.853152864563	515.56124162904	364.55685007285	268.727471007505	369.645874053759	165.421162321599	477.712891666846	227.543726378642	166.571757496567	284.049784849368	270.596618383713	165.421162321599	242.190757561753	141.043854832206	491.143229094535	190.019017040518	198.088319173426	225.971967050408	198.088319173426	256	179.768944094464	362.038671967512	158.68258559219	442.643062429627	837.531707963168	272.47876670806	630.345939632597	328.557029776103	149.085899067962	203.657339841259	296.112175079754	140.069593761375	149.085899067962	202.250575837025	144.007486040168	326.287520593731	164.278514888052	128.89031040726	2435.49617152557	152.218510720348	689.783591355233
CD3D	111.430472101904	122.785807273634	127.115839415941	137.187003204645	131.598569811977	130.689552090521	130.689552090521	122.785807273634	142.024892424684	136.23938335403	128.89031040726	118.603271921967	132.513910251696	143.012753673244	154.343401944417	125.365798091127	124.499833268773	121.937663749624	142.024892424684	122.785807273634	123.63985010238	131.598569811977	144.007486040168	134.363735503753	149.085899067962	131.598569811977	115.360059214186	126.23778617515	137.187003204645	114.56320907878	144.007486040168	129.786813413124	121.937663749624	123.63985010238	124.499833268773	138.141214272567	133.435617387664	131.598569811977	121.095378780876	130.689552090521	129.786813413124	132.513910251696	121.095378780876	115.360059214186	134.363735503753	128	148.056087539877	129.786813413124	126.23778617515	121.937663749624	142.024892424684	132.513910251696	128	124.499833268773	126.23778617515	128.89031040726	129.786813413124	123.63985010238	127.115839415941	142.024892424684	120.258911899394	143.012753673244
CD3E	171.254727012622	196.720023204866	164.278514888052	153.277274191223	148.056087539877	181.019335983756	215.269482304951	173.645353913302	157.586484908149	151.16706066298	337.794025157861	174.853152864563	152.218510720348	319.572620518813	170.071784204353	176.069352721887	186.108482217	164.278514888052	191.340703825272	206.500290360864	188.706459813261	188.706459813261	252.4755723503	286.025507346488	187.40296908104	286.025507346488	168.897012578931	160.897711938794	203.657339841259	151.16706066298	284.049784849368	192.671583668617	166.571757496567	139.102062403335	164.278514888052	445.721888407616	166.571757496567	150.122873501681	138.141214272567	221.321531214813	174.853152864563	191.340703825272	206.500290360864	184.82293702688	171.254727012622	354.588023836397	229.126418157561	304.437021440697	168.897012578931	148.056087539877	145.009137317862	167.73035569387	198.088319173426	158.68258559219	153.277274191223	162.016844028196	216.766799964807	146.017755631158	160.897711938794	250.731596182253	151.16706066298	222.860944203808
CD3G	127.115839415941	137.187003204645	125.365798091127	132.513910251696	118.603271921967	140.069593761375	179.768944094464	112.205532328452	141.043854832206	143.012753673244	252.4755723503	154.343401944417	143.012753673244	248.999666537545	120.258911899394	131.598569811977	126.23778617515	130.689552090521	139.102062403335	229.126418157561	142.024892424684	154.343401944417	194.011720513331	163.143760296866	245.571614547268	268.727471007505	148.056087539877	128	232.324903761193	119.428222916711	179.768944094464	153.277274191223	131.598569811977	135.298309191857	142.024892424684	168.897012578931	134.363735503753	141.043854832206	127.115839415941	199.466132393088	152.218510720348	158.68258559219	121.095378780876	123.63985010238	131.598569811977	240.517823798787	157.586484908149	248.999666537545	128	128	128.89031040726	145.009137317862	129.786813413124	133.435617387664	154.343401944417	207.936613467196	270.596618383713	144.007486040168	133.435617387664	330.842324643198	130.689552090521	233.940851258727
CD4	238.856445833423	154.343401944417	224.411064656905	178.527189292852	195.361178746952	588.133557758482	232.324903761193	319.572620518813	263.197139623953	205.073888662943	290.018274635724	237.206543843935	199.466132393088	352.138705443775	227.543726378642	270.596618383713	194.011720513331	184.82293702688	324.033688056392	209.382926990792	194.011720513331	221.321531214813	290.018274635724	410.147777325886	308.686803888835	333.143514993135	191.340703825272	152.218510720348	254.231678831881	149.085899067962	296.112175079754	284.049784849368	222.860944203808	198.088319173426	210.839300420499	312.995911089169	268.727471007505	354.588023836397	221.321531214813	238.856445833423	218.274532292597	256	179.768944094464	177.294011918198	181.019335983756	424.611607456994	243.875327499248	321.795423877588	398.932264786176	222.860944203808	188.706459813261	229.126418157561	349.706305729125	248.999666537545	252.4755723503	286.025507346488	290.018274635724	210.839300420499	195.361178746952	685.018908050489	181.019335983756	270.596618383713
CD40	252.4755723503	910.174905514568	639.145241037625	308.686803888835	146.017755631158	326.287520593731	198.088319173426	337.794025157861	648.067376112783	272.47876670806	362.038671967512	321.795423877588	170.071784204353	186.108482217	132.513910251696	257.78062081452	508.463357663762	207.936613467196	206.500290360864	248.999666537545	461.440236856745	744.433928867999	600.491494006722	290.018274635724	415.873226934392	657.114059552207	170.071784204353	130.689552090521	1398.8252229165	129.786813413124	604.66824265192	564.175419328825	168.897012578931	760.076068162073	248.999666537545	280.139187522749	442.643062429627	268.727471007505	232.324903761193	212.305803728497	433.533599929614	515.56124162904	183.546271746026	144.007486040168	158.68258559219	781.444714987806	477.712891666846	922.88047371349	216.766799964807	168.897012578931	117.784019279984	935.763405034906	393.440046409731	319.572620518813	968.76303024701	367.092543492052	196.720023204866	182.278425036425	935.763405034906	1052.78855849581	689.783591355233	312.995911089169
CD40LG	140.069593761375	145.009137317862	127.115839415941	120.258911899394	144.007486040168	138.141214272567	132.513910251696	135.298309191857	151.16706066298	135.298309191857	155.416945202566	156.497955544585	134.363735503753	155.416945202566	186.108482217	143.012753673244	147.03338943962	137.187003204645	153.277274191223	129.786813413124	155.416945202566	160.897711938794	146.017755631158	148.056087539877	132.513910251696	167.73035569387	140.069593761375	140.069593761375	162.016844028196	140.069593761375	152.218510720348	144.007486040168	173.645353913302	135.298309191857	131.598569811977	188.706459813261	152.218510720348	152.218510720348	152.218510720348	126.23778617515	133.435617387664	139.102062403335	148.056087539877	156.497955544585	150.122873501681	157.586484908149	142.024892424684	152.218510720348	138.141214272567	166.571757496567	124.499833268773	146.017755631158	148.056087539877	137.187003204645	134.363735503753	159.786310259406	184.82293702688	148.056087539877	156.497955544585	163.143760296866	147.03338943962	182.278425036425
CD5	128.89031040726	114.56320907878	125.365798091127	128.89031040726	123.63985010238	129.786813413124	139.102062403335	125.365798091127	129.786813413124	143.012753673244	186.108482217	136.23938335403	126.23778617515	202.250575837025	126.23778617515	124.499833268773	131.598569811977	242.190757561753	148.056087539877	164.278514888052	122.785807273634	136.23938335403	148.056087539877	190.019017040518	158.68258559219	282.087709664412	128	132.513910251696	144.007486040168	130.689552090521	257.78062081452	149.085899067962	122.785807273634	131.598569811977	121.937663749624	256	166.571757496567	134.363735503753	136.23938335403	162.016844028196	137.187003204645	140.069593761375	148.056087539877	127.115839415941	158.68258559219	194.011720513331	176.069352721887	163.143760296866	170.071784204353	122.785807273634	152.218510720348	145.009137317862	141.043854832206	140.069593761375	157.586484908149	159.786310259406	225.971967050408	173.645353913302	154.343401944417	222.860944203808	132.513910251696	212.305803728497
CD6	248.999666537545	809.002303348098	302.33412132596	183.546271746026	229.126418157561	280.139187522749	369.645874053759	162.016844028196	178.527189292852	178.527189292852	770.686334674466	206.500290360864	227.543726378642	1234.74721555534	369.645874053759	580.036549271449	2105.57711699162	278.204124806671	205.073888662943	333.143514993135	286.025507346488	512	849.223214913988	621.667780810264	442.643062429627	1296.13475222557	257.78062081452	181.019335983756	519.147253652495	259.573626826247	4389.98410254866	552.564857090267	149.085899067962	315.172969816299	205.073888662943	1217.74808576279	484.381515123505	508.463357663762	152.218510720348	467.881702517453	530.055641006786	491.143229094535	639.145241037625	131.598569811977	232.324903761193	1024	1833.01134526049	820.295554651773	212.305803728497	137.187003204645	157.586484908149	240.517823798787	786.880092819462	192.671583668617	259.573626826247	349.706305729125	544.95753341612	265.027820503393	230.720118428372	749.611876324161	250.731596182253	634.730342368761
CD68	5148.72678204141	6295.0407425557	1795.28851725524	1652.00232288691	2194.99205127433	4672.56818019706	8841.03771344426	3396.89285965595	1951.00261999398	1758.34201382452	4329.54589413941	3082.74533869787	2105.57711699162	7231.10294561305	4096	2721.14854726966	5996.89501059328	3373.42880672798	5556.65132522566	3281.18221860709	2836.70419069117	3743.05362013962	6608.00929154766	6793.78571931191	7131.55021452185	1964.57291637814	4299.63953612008	1002.92638472901	2435.49617152557	935.763405034906	20311.3709558004	4299.63953612008	2435.49617152557	1629.25871873007	3125.77885995122	5873.48069587283	3640.69962205827	8135.4137226202	1418.35209534559	4837.34594121536	4096	3983.99466460072	6841.0402359572	1144.10202938595	5873.48069587283	9607.86390410755	6653.97163095028	5955.47143094399	8023.41107783211	1871.52681006981	3326.98581547514	5996.89501059328	4803.93195205378	2091.03283344833	6936.53759887382	2896.3093757401	5673.40838138235	1937.52606049402	2256.7016773153	23657.3359394406	11036.5374616837	8659.09178827883
CD69	164.278514888052	121.095378780876	136.23938335403	145.009137317862	135.298309191857	121.937663749624	139.102062403335	138.141214272567	131.598569811977	515.56124162904	147.03338943962	150.122873501681	147.03338943962	143.012753673244	157.586484908149	141.043854832206	126.23778617515	149.085899067962	224.411064656905	135.298309191857	142.024892424684	418.765853981584	177.294011918198	153.277274191223	173.645353913302	150.122873501681	146.017755631158	141.043854832206	261.379104181041	134.363735503753	157.586484908149	133.435617387664	935.763405034906	144.007486040168	154.343401944417	151.16706066298	135.298309191857	232.324903761193	145.009137317862	145.009137317862	146.017755631158	148.056087539877	170.071784204353	122.785807273634	137.187003204645	212.305803728497	215.269482304951	145.009137317862	216.766799964807	149.085899067962	128.89031040726	178.527189292852	178.527189292852	137.187003204645	182.278425036425	300.245747003361	280.139187522749	154.343401944417	150.122873501681	544.95753341612	128	765.362815301089
CD7	219.792751728065	630.345939632597	221.321531214813	188.706459813261	135.298309191857	218.274532292597	560.278375045499	153.277274191223	155.416945202566	171.254727012622	634.730342368761	232.324903761193	207.936613467196	613.109096764891	148.056087539877	181.019335983756	210.839300420499	284.049784849368	203.657339841259	372.216964433999	240.517823798787	278.204124806671	588.133557758482	418.765853981584	576.02994416067	497.99933307509	219.792751728065	135.298309191857	235.568038559968	149.085899067962	982.28645818907	237.206543843935	163.143760296866	207.936613467196	155.416945202566	744.433928867999	248.999666537545	162.016844028196	143.012753673244	256	232.324903761193	374.80593816208	377.412919626522	149.085899067962	254.231678831881	1052.78855849581	699.41261145825	526.394279247906	160.897711938794	144.007486040168	216.766799964807	227.543726378642	484.381515123505	159.786310259406	248.999666537545	292.035511262316	544.95753341612	206.500290360864	177.294011918198	568.099569698737	237.206543843935	464.649807522386
CD70	195.361178746952	401.707058123136	219.792751728065	166.571757496567	196.720023204866	198.088319173426	218.274532292597	171.254727012622	171.254727012622	179.768944094464	292.035511262316	174.853152864563	177.294011918198	286.025507346488	159.786310259406	184.82293702688	215.269482304951	206.500290360864	181.019335983756	194.011720513331	174.853152864563	202.250575837025	248.999666537545	195.361178746952	225.971967050408	242.190757561753	216.766799964807	237.206543843935	191.340703825272	199.466132393088	215.269482304951	190.019017040518	224.411064656905	186.108482217	199.466132393088	344.891795677617	178.527189292852	182.278425036425	159.786310259406	184.82293702688	190.019017040518	182.278425036425	572.051014692977	179.768944094464	190.019017040518	286.025507346488	233.940851258727	298.171798135925	324.033688056392	168.897012578931	159.786310259406	210.839300420499	172.445897838808	202.250575837025	168.897012578931	160.897711938794	182.278425036425	181.019335983756	184.82293702688	1389.16283130642	222.860944203808	199.466132393088
CD72	342.509454025245	455.087452757284	522.758208362083	235.568038559968	212.305803728497	321.795423877588	278.204124806671	317.365171184381	290.018274635724	186.108482217	388.023441026662	196.720023204866	203.657339841259	335.460711387741	369.645874053759	232.324903761193	209.382926990792	319.572620518813	278.204124806671	302.33412132596	259.573626826247	237.206543843935	424.611607456994	393.440046409731	308.686803888835	792.353276693704	328.557029776103	266.871234775327	238.856445833423	252.4755723503	1520.15213632415	296.112175079754	317.365171184381	224.411064656905	233.940851258727	302.33412132596	458.252836315122	744.433928867999	209.382926990792	362.038671967512	284.049784849368	245.571614547268	367.092543492052	328.557029776103	252.4755723503	814.629359365037	364.55685007285	349.706305729125	430.538964609902	266.871234775327	235.568038559968	374.80593816208	270.596618383713	257.78062081452	317.365171184381	191.340703825272	250.731596182253	190.019017040518	209.382926990792	837.531707963168	282.087709664412	357.054378585704
CD79A	136.23938335403	222.860944203808	117.784019279984	132.513910251696	124.499833268773	152.218510720348	143.012753673244	128	130.689552090521	148.056087539877	230.720118428372	123.63985010238	133.435617387664	222.860944203808	143.012753673244	143.012753673244	156.497955544585	130.689552090521	182.278425036425	286.025507346488	243.875327499248	164.278514888052	508.463357663762	221.321531214813	205.073888662943	1112.81649922668	137.187003204645	133.435617387664	134.363735503753	118.603271921967	719.075776377855	177.294011918198	130.689552090521	233.940851258727	133.435617387664	776.046882053324	163.143760296866	149.085899067962	134.363735503753	166.571757496567	192.671583668617	176.069352721887	252.4755723503	130.689552090521	150.122873501681	203.657339841259	448.82212931381	221.321531214813	145.009137317862	128	150.122873501681	149.085899067962	140.069593761375	130.689552090521	245.571614547268	139.102062403335	276.282428545133	131.598569811977	147.03338943962	242.190757561753	154.343401944417	1120.556750091
CD79B	198.088319173426	205.073888662943	183.546271746026	181.019335983756	176.069352721887	171.254727012622	187.40296908104	196.720023204866	218.274532292597	179.768944094464	203.657339841259	174.853152864563	188.706459813261	218.274532292597	121.937663749624	187.40296908104	205.073888662943	147.03338943962	245.571614547268	233.940851258727	218.274532292597	170.071784204353	250.731596182253	206.500290360864	194.011720513331	648.067376112783	207.936613467196	183.546271746026	209.382926990792	172.445897838808	413.000580721729	235.568038559968	160.897711938794	199.466132393088	215.269482304951	294.066778879241	203.657339841259	252.4755723503	219.792751728065	187.40296908104	187.40296908104	203.657339841259	225.971967050408	176.069352721887	216.766799964807	233.940851258727	319.572620518813	209.382926990792	205.073888662943	178.527189292852	166.571757496567	182.278425036425	187.40296908104	182.278425036425	229.126418157561	187.40296908104	195.361178746952	187.40296908104	176.069352721887	203.657339841259	154.343401944417	319.572620518813
CD80	172.445897838808	143.012753673244	120.258911899394	131.598569811977	126.23778617515	138.141214272567	178.527189292852	129.786813413124	121.937663749624	163.143760296866	160.897711938794	153.277274191223	158.68258559219	215.269482304951	181.019335983756	141.043854832206	145.009137317862	158.68258559219	150.122873501681	179.768944094464	146.017755631158	232.324903761193	166.571757496567	206.500290360864	308.686803888835	168.897012578931	152.218510720348	134.363735503753	176.069352721887	135.298309191857	199.466132393088	178.527189292852	143.012753673244	152.218510720348	143.012753673244	247.279700204761	152.218510720348	119.428222916711	137.187003204645	160.897711938794	162.016844028196	145.009137317862	304.437021440697	128	129.786813413124	278.204124806671	224.411064656905	191.340703825272	182.278425036425	183.546271746026	118.603271921967	330.842324643198	129.786813413124	144.007486040168	157.586484908149	163.143760296866	298.171798135925	167.73035569387	148.056087539877	501.463192364507	127.115839415941	199.466132393088
CD86	216.766799964807	165.421162321599	190.019017040518	176.069352721887	174.853152864563	183.546271746026	248.999666537545	138.141214272567	163.143760296866	183.546271746026	196.720023204866	187.40296908104	206.500290360864	247.279700204761	265.027820503393	165.421162321599	219.792751728065	153.277274191223	282.087709664412	215.269482304951	179.768944094464	250.731596182253	237.206543843935	290.018274635724	367.092543492052	300.245747003361	194.011720513331	148.056087539877	218.274532292597	154.343401944417	519.147253652495	261.379104181041	174.853152864563	172.445897838808	219.792751728065	284.049784849368	288.014972080335	433.533599929614	172.445897838808	178.527189292852	221.321531214813	221.321531214813	308.686803888835	142.024892424684	176.069352721887	377.412919626522	436.549064585194	286.025507346488	451.943934100815	209.382926990792	190.019017040518	404.501151674049	254.231678831881	171.254727012622	294.066778879241	254.231678831881	342.509454025245	187.40296908104	176.069352721887	1002.92638472901	173.645353913302	396.176638346852
CD8A	150.122873501681	177.294011918198	188.706459813261	199.466132393088	135.298309191857	156.497955544585	380.038034081037	156.497955544585	162.016844028196	188.706459813261	675.588050315722	163.143760296866	163.143760296866	256	174.853152864563	190.019017040518	171.254727012622	178.527189292852	152.218510720348	261.379104181041	164.278514888052	216.766799964807	354.588023836397	596.34359627185	526.394279247906	290.018274635724	213.782507373663	154.343401944417	172.445897838808	153.277274191223	233.940851258727	225.971967050408	143.012753673244	158.68258559219	166.571757496567	238.856445833423	242.190757561753	188.706459813261	157.586484908149	250.731596182253	184.82293702688	268.727471007505	174.853152864563	170.071784204353	178.527189292852	596.34359627185	278.204124806671	724.077343935025	151.16706066298	146.017755631158	174.853152864563	324.033688056392	292.035511262316	156.497955544585	186.108482217	448.82212931381	501.463192364507	195.361178746952	165.421162321599	989.118800819041	154.343401944417	354.588023836397
CD8B	125.365798091127	116.162451880597	123.63985010238	123.63985010238	118.603271921967	127.115839415941	111.430472101904	120.258911899394	116.970425629363	119.428222916711	135.298309191857	128.89031040726	124.499833268773	123.63985010238	116.970425629363	126.23778617515	114.56320907878	134.363735503753	134.363735503753	121.095378780876	112.985983525204	118.603271921967	129.786813413124	130.689552090521	120.258911899394	119.428222916711	119.428222916711	119.428222916711	115.360059214186	123.63985010238	122.785807273634	119.428222916711	123.63985010238	116.162451880597	115.360059214186	123.63985010238	126.23778617515	117.784019279984	111.430472101904	120.258911899394	121.937663749624	112.205532328452	114.56320907878	149.085899067962	126.23778617515	132.513910251696	122.785807273634	125.365798091127	125.365798091127	126.23778617515	121.937663749624	119.428222916711	117.784019279984	118.603271921967	125.365798091127	118.603271921967	116.970425629363	116.162451880597	111.430472101904	148.056087539877	119.428222916711	118.603271921967
CD96	205.073888662943	206.500290360864	955.425783333691	158.68258559219	1360.57427363483	694.581415653208	224.411064656905	407.314679682518	995.998666150181	160.897711938794	1168.14204504927	685.018908050489	388.023441026662	390.722357493903	128	261.379104181041	177.294011918198	286.025507346488	147.03338943962	814.629359365037	739.291748107518	190.019017040518	280.139187522749	1323.36929857279	272.47876670806	1287.18169551035	2836.70419069117	144.007486040168	393.440046409731	149.085899067962	321.795423877588	337.794025157861	154.343401944417	224.411064656905	148.056087539877	1389.16283130642	1845.76094742698	128.89031040726	229.126418157561	227.543726378642	144.007486040168	315.172969816299	178.527189292852	1074.90988403002	152.218510720348	248.999666537545	445.721888407616	410.147777325886	153.277274191223	333.143514993135	357.054378585704	209.382926990792	222.860944203808	140.069593761375	150.122873501681	719.075776377855	1152.05988832134	891.443776815232	537.454942015011	455.087452757284	245.571614547268	357.054378585704
CDA	152.218510720348	150.122873501681	181.019335983756	143.012753673244	190.019017040518	215.269482304951	215.269482304951	142.024892424684	154.343401944417	149.085899067962	154.343401944417	157.586484908149	172.445897838808	146.017755631158	158.68258559219	179.768944094464	826.001161443457	154.343401944417	276.282428545133	148.056087539877	199.466132393088	304.437021440697	140.069593761375	156.497955544585	404.501151674049	177.294011918198	154.343401944417	134.363735503753	184.82293702688	145.009137317862	221.321531214813	163.143760296866	3125.77885995122	184.82293702688	130.689552090521	179.768944094464	159.786310259406	188.706459813261	152.218510720348	157.586484908149	178.527189292852	147.03338943962	685.018908050489	149.085899067962	1389.16283130642	1488.867857736	191.340703825272	159.786310259406	192.671583668617	145.009137317862	148.056087539877	242.190757561753	179.768944094464	150.122873501681	3191.45811828941	153.277274191223	181.019335983756	199.466132393088	147.03338943962	254.231678831881	167.73035569387	210.839300420499
CDC25A	173.645353913302	154.343401944417	238.856445833423	541.193236767427	248.999666537545	380.038034081037	592.224350159507	190.019017040518	359.537888188927	326.287520593731	760.076068162073	198.088319173426	377.412919626522	897.64425862762	116.162451880597	174.853152864563	396.176638346852	604.66824265192	141.043854832206	501.463192364507	820.295554651773	464.649807522386	922.88047371349	467.881702517453	445.721888407616	335.460711387741	362.038671967512	729.113700145701	280.139187522749	1226.21819352978	265.027820503393	617.373607777669	294.066778879241	729.113700145701	164.278514888052	357.054378585704	152.218510720348	126.23778617515	477.712891666846	572.051014692977	501.463192364507	174.853152864563	792.353276693704	556.408249613341	173.645353913302	588.133557758482	177.294011918198	760.076068162073	130.689552090521	156.497955544585	675.588050315722	225.971967050408	122.785807273634	604.66824265192	263.197139623953	178.527189292852	266.871234775327	344.891795677617	374.80593816208	564.175419328825	621.667780810264	232.324903761193
CDH12	150.122873501681	158.68258559219	132.513910251696	280.139187522749	154.343401944417	173.645353913302	424.611607456994	321.795423877588	139.102062403335	157.586484908149	147.03338943962	165.421162321599	132.513910251696	150.122873501681	178.527189292852	128.89031040726	150.122873501681	286.025507346488	147.03338943962	544.95753341612	125.365798091127	128	157.586484908149	300.245747003361	142.024892424684	137.187003204645	145.009137317862	167.73035569387	141.043854832206	167.73035569387	151.16706066298	130.689552090521	156.497955544585	181.019335983756	151.16706066298	138.141214272567	151.16706066298	290.018274635724	142.024892424684	143.012753673244	162.016844028196	136.23938335403	147.03338943962	137.187003204645	126.23778617515	138.141214272567	141.043854832206	155.416945202566	198.088319173426	158.68258559219	212.305803728497	128	142.024892424684	152.218510720348	128.89031040726	230.720118428372	136.23938335403	123.63985010238	146.017755631158	137.187003204645	130.689552090521	133.435617387664
CDK6	803.414116246273	165.421162321599	252.4755723503	508.463357663762	235.568038559968	183.546271746026	1509.65167850609	237.206543843935	724.077343935025	282.087709664412	200.853529061568	227.543726378642	240.517823798787	282.087709664412	897.64425862762	474.41308768787	929.299615044772	250.731596182253	1112.81649922668	265.027820503393	230.720118428372	2105.57711699162	519.147253652495	526.394279247906	1820.34981102914	744.433928867999	203.657339841259	1782.88755363046	1389.16283130642	4269.93975640524	680.287136817414	221.321531214813	1314.22811910441	254.231678831881	1323.36929857279	474.41308768787	724.077343935025	837.531707963168	294.066778879241	694.581415653208	229.126418157561	1530.72563060218	3040.30427264829	221.321531214813	1144.10202938595	1152.05988832134	995.998666150181	294.066778879241	1052.78855849581	4153.17802921996	374.80593816208	407.314679682518	1226.21819352978	282.087709664412	962.071295195148	625.991822178339	328.557029776103	304.437021440697	704.277410887549	2418.67297060768	328.557029776103	968.76303024701
CEACAM3	121.095378780876	123.63985010238	129.786813413124	121.095378780876	125.365798091127	135.298309191857	127.115839415941	119.428222916711	112.205532328452	123.63985010238	142.024892424684	150.122873501681	126.23778617515	136.23938335403	122.785807273634	125.365798091127	129.786813413124	117.784019279984	149.085899067962	110.660765607407	136.23938335403	162.016844028196	128.89031040726	128.89031040726	148.056087539877	146.017755631158	123.63985010238	141.043854832206	130.689552090521	138.141214272567	179.768944094464	152.218510720348	126.23778617515	127.115839415941	138.141214272567	157.586484908149	153.277274191223	179.768944094464	122.785807273634	122.785807273634	116.162451880597	160.897711938794	143.012753673244	119.428222916711	107.634741152475	160.897711938794	176.069352721887	129.786813413124	120.258911899394	113.771863189321	109.896375864033	120.258911899394	142.024892424684	129.786813413124	134.363735503753	119.428222916711	112.985983525204	121.937663749624	122.785807273634	148.056087539877	137.187003204645	165.421162321599
